pathway_29	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
KDM1A	KDM1A	NA	25.15	6.43	7.22	10.17	4.362492957	0.9987885788442	0.00121142098518441	1.70615500854024e-10	0.809871919405938	chr1:23345941-23410182
KMT2E	KMT2E	NA	3.9	0.61	0.63	0.65	1.35881989	0.999999964314596	3.56854035050712e-08	1.89114275766326e-19	0.415945795764227	chr7:104654626-104754808
PAF1	PAF1	NA	33.2	26.71	35.31	34.67	1.746860471	0.710853161436616	0.289112003550844	3.48350125391699e-05	0.210565201507774	chr19:39876492-39881835
JARID2	JARID2	NA	2.42	2.82	1.18	1.42	2.84128865	0.999896857689521	0.000103142308393303	2.08566242675209e-12	0.589826260256594	chr6:15246527-15522252
PAX7	PAX7	NA	6.78	16.69	30.65	20.38	2.201237491	0.965887184615529	0.0340979801224547	1.48352620158007e-05	0.616917555130638	chr1:18957500-19075360
BRCA1	BRCA1	NA	78.6	20.81	20.1	73.43	-0.420634577	6.29039203055035e-20	0.0397374036139131	0.960262596386087	0.986984944750969	chr17:41196312-41277500
NR1H4	NR1H4	NA	67.03	55.28	58.08	60.04	2.330624449	0.740683011245512	0.259192615413498	0.000124373340990164	0.596899751143113	chr12:100867486-100958191
ARID4A	ARID4A	NA	5.85	5.86	10.32	6.63	1.543217823	0.999999845649848	1.54350151568077e-07	6.69809988015788e-18	0.332925404762132	chr14:58765103-58840605
ARID4B	ARID4B	NA	24.63	3.04	3.24	3.51	1.507269051	0.999888159843788	0.000111840155697497	5.14027943251155e-13	0.332554914803626	chr1:235330210-235491534
KMT2C	KMT2C	NA	0.91	2.27	15.08	15.49	2.360177673	0.999999999999825	1.75230156286211e-13	4.27046491168937e-42	0.0883465982022104	chr7:151832010-152133090
PRDM6	PRDM6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.551616056535873	chr5:122424816-122529960
EED	EED	NA	25.15	37	26.99	20.92	1.708884702	0.995174090790538	0.00482578779813574	1.21411326390498e-07	0.993932139736667	chr11:85955586-85989855
RIF1	RIF1	NA	2.18	6.99	19.88	17.47	0.451136038	0.999999968234529	3.17654705883875e-08	1.18005666037913e-21	0.0902586038887419	chr2:152266397-152338686
ATRX	ATRX	NA	9.75	4.73	14.79	9.17	3.80199243	0.999999968592699	3.14073010619644e-08	5.67304044855288e-21	0.768191444770654	chrX:76760356-77041702
MECOM	MECOM	NA	8.56	8.81	38.46	12.16	1.996142346	0.997507707735281	0.0024922873682845	4.89643421247709e-09	0.999976501526343	chr3:168801287-169381258
DNMT3B	DNMT3B	NA	2.54	23.7	22.62	19.14	2.257327641	0.999956330065429	4.36699345186888e-05	5.20133257771776e-14	0.978021249007796	chr20:31350191-31397162
SIRT1	SIRT1	NA	67.19	13.2	18.09	15.97	1.458576194	0.9967131292398	0.00328663586858472	2.34891615564218e-07	0.994224979204956	chr10:69644427-69678147
