pathway_2	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
CAMK2B	CAMK2B	NA	17.16	29.09	19.5	25.74	2.998765274	0.633764568815795	0.366220647284072	1.47839001324734e-05	0.49071583705301	chr7:44256749-44365255
SLC2A3	SLC2A3	NA	83.36	87.6	87.89	87.67	2.00579132	0.779788074926175	0.21982971377721	0.000382211296614973	0.0170442817709681	chr12:8071826-8088871
HIPK2	HIPK2	NA	NA	NA	NA	NA	3.089080005	0.99513141631915	0.00486857860150797	5.07934194476974e-09	0.358752837691605	chr7:139246316-139477577
CAMK2A	CAMK2A	NA	20.26	13.32	15.17	15.69	3.823077481	0.999809613077424	0.000190386695833524	2.26742453617532e-10	0.795225095807155	chr5:149599054-149669854
PRKACA	PRKACA	NA	23.04	18.84	17.02	24.52	2.186305328	0.938021725690092	0.0619121221703406	6.61521395674536e-05	0.509738772919346	chr19:14202500-14228896
RBFOX1	RBFOX1	NA	23.51	10.63	5.64	5.48	1.523039804	0.973386386285863	0.0266119906202028	1.62309393397254e-06	0.999507917754461	chr16:6069095-7763340
TNRC6C	TNRC6C	NA	3.34	16.68	3.2	2.8	1.519229852	0.999998269272086	1.73072791182559e-06	2.41487760021043e-15	0.204166571509369	chr17:76000249-76104916
MEF2C	MEF2C	NA	58	19.91	18.97	22.91	4.047109006	0.00241500594116064	0.977894504675719	0.0196904893831202	0.999766119822176	chr5:88013975-88199922
OPRK1	OPRK1	NA	33.2	25.98	17.35	10.79	1.322537203	0.312363125728484	0.666449613822126	0.0211872604493904	0.281739403878522	chr8:54138284-54164257
PTPN4	PTPN4	NA	52.15	17.22	21.1	28.53	2.068523825	0.999984984581571	1.50154184248121e-05	3.86132740590553e-15	0.470747224109668	chr2:120517207-120741394
TNRC6A	TNRC6A	NA	7.88	16.83	4.39	5.63	0.494513835	0.999999995003967	4.99603302393548e-09	3.1838003367541e-22	0.637285217290992	chr16:24741016-24838953
AGO1	AGO1	NA	12.24	3.83	2.93	4.09	4.607321938	0.999997773456252	2.22654374356233e-06	4.460474292312e-15	0.921712666967746	chr1:36335409-36395211
FKBP5	FKBP5	NA	51.92	36.4	40.85	51.44	0.302232531	0.766572022500035	0.232976735841529	0.000451241658436236	0.260198324391569	chr6:35541362-35696360
TNRC6B	TNRC6B	NA	2.2	1.74	3.22	1.34	2.247214781	0.999999766402931	2.33597068544547e-07	3.71873768548191e-18	0.807696268057939	chr22:40440821-40731812
PVALB	PVALB	NA	70.06	58.32	55.54	65.41	NA	0.28802583046002	0.615174477848053	0.0967996916919271	0.582220235775565	chr22:37196728-37215523
TBL1X	TBL1X	NA	11.77	4.59	4.44	6.21	1.490229696	0.997303824954365	0.00269603018465905	1.44860975737818e-07	0.133019592166915	chrX:9431335-9687780
MET	MET	NA	23.73	23.48	22.66	24.78	1.497900067	0.980847762149049	0.0191522376065736	2.44377528679195e-10	0.987477755403001	chr7:116312444-116438440
OPRM1	OPRM1	NA	97.43	96.86	97.3	95.39	-0.560768212	2.36350668324082e-05	0.713170043077528	0.286806321855639	0.901469633314784	chr6:154331631-154568001
HDAC1	HDAC1	NA	14.97	15.87	17.4	16.53	2.808681795	0.87890969591925	0.12107506982148	1.52342592701113e-05	0.99956677895988	chr1:32757687-32799236
