pathway_57	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
CREBBP	CREBBP	NA	1.54	0.36	0.22	0.36	4.271484817	0.999999999995562	4.43823331084085e-12	1.17549457767827e-29	0.997442454029976	chr16:3775055-3930727
KMT2C	KMT2C	NA	0.91	2.27	15.08	15.49	2.360177673	0.999999999999825	1.75230156286211e-13	4.27046491168937e-42	0.0883465982022104	chr7:151832010-152133090
SYT1	SYT1	NA	43.29	15.64	20.82	19.84	2.574851276	0.768009796836193	0.231546872070119	0.000443331093687587	0.883250678101914	chr12:79257773-79845788
KCNAB2	KCNAB2	NA	25.37	31.33	22.86	27.2	2.594436129	0.76772506396046	0.231830046324837	0.000444889714703068	0.387868323523542	chr1:6051526-6161253
NDE1	NDE1	NA	11.77	20.63	23.02	15.57	-0.125390622	0.138678595415015	0.856197078327675	0.00512432625731051	0.209270180005283	chr16:15737124-15820210
ATRX	ATRX	NA	9.75	4.73	14.79	9.17	3.80199243	0.999999968592699	3.14073010619644e-08	5.67304044855288e-21	0.768191444770654	chrX:76760356-77041702
GNAO1	GNAO1	NA	13.94	20.1	10.01	10.81	3.028129764	0.977597316934386	0.022376854272773	2.58287928415422e-05	0.72830505870629	chr16:56225302-56391356
EP300	EP300	NA	0.26	0.31	0.24	0.31	2.94679272	0.999999999988046	1.19539779798185e-11	2.65738675537293e-29	0.997012534270633	chr22:41487790-41576081
NAA10	NAA10	NA	51.04	33.73	24.11	29.14	2.181450077	0.166748097999486	0.761138144529337	0.0721137574711774	0.222874155998194	chrX:153194695-153200676
FMR1	FMR1	NA	70.26	70.71	69.23	75.59	2.954178952	0.296796463493601	0.70214348571982	0.0010600507865785	0.940937361273481	chrX:146993469-147032645
DNM1	DNM1	NA	19.54	17.35	11.75	19.53	4.198329733	0.99954058998468	0.000459409935933927	7.93858676490042e-11	0.556141328233214	chr9:130965658-131017527
RAI1	RAI1	NA	0.25	1.54	1.58	0.79	2.293579218	0.99747388806315	0.0025261109129624	1.02388798762064e-09	0.119478134631485	chr17:17584787-17714767
ALDH5A1	ALDH5A1	NA	76.36	58.83	72.31	72.03	0.379993294	0.0448836457838582	0.948396474747522	0.00671987946861944	0.0366747293273289	chr6:24495080-24537435
GLS	GLS	NA	64.32	20.46	31.43	28.35	2.837719974	0.998028238090639	0.0019717591441837	2.7651775372681e-09	0.639801626748258	chr2:191745553-191830278
OCRL	OCRL	NA	35.99	8.14	10.65	13.91	2.333772101	0.999954302213956	4.56977790317427e-05	7.01226559234246e-12	0.531676693492444	chrX:128674252-128726538
IQSEC2	IQSEC2	NA	21.2	4.44	3.99	8.14	4.264943397	0.992426048384688	0.00757214667000311	1.80494530869035e-06	0.319746310806689	chrX:53262058-53350522
NDP	NDP	NA	70.87	59.32	55.62	66.27	NA	0.645147065250001	0.323456777307602	0.0313961574423977	0.886052125560671	chrX:43808022-43832750
HERC2	HERC2	NA	0.05	0.31	0.16	0.15	6.654857498	1	3.13304114030602e-17	1.89449505714304e-48	0.105705970066697	chr15:28356186-28567298
SLC6A8	SLC6A8	NA	13.94	50.3	50.15	25.74	2.595315508	0.987745179286492	0.0122489565204117	5.86419309584216e-06	0.371353511228711	chrX:152953554-152962048
RLIM	RLIM	NA	35.75	22.93	38.17	36.54	3.064878411	0.988122265183489	0.0118723031838829	5.4316326282474e-06	0.389484268824041	chrX:73805052-73834452
SOX5	SOX5	NA	9.09	3.87	2.48	3.2	3.037362554	0.99829768819356	0.0017023098739751	1.932465155658e-09	0.996082586345632	chr12:23682440-24103966
ELP2	ELP2	NA	93.02	61.57	32.6	77.86	-0.353506352	1.69103726247246e-07	0.997801868006347	0.00219796288992706	0.183972603974784	chr18:33709407-33757909
GABBR2	GABBR2	NA	5.08	3.75	5.99	4.05	3.993255328	0.999870799134941	0.000129200847215838	1.78427782108238e-11	0.519790847878846	chr9:101050391-101471479
HECW2	HECW2	NA	0.98	6.72	4.61	9.32	2.592935239	0.999998567872025	1.43212797469279e-06	2.55223489507519e-18	0.443762692141248	chr2:197059094-197458416
