pathway_60	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
Autism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLXND1	PLXND1	NA	4.88	81.19	94.06	84.75	3.465864256	0.999922416204609	7.75837953822723e-05	8.63521640449248e-15	0.109444337876746	chr3:129274018-129325661
CREBBP	CREBBP	NA	1.54	0.36	0.22	0.36	4.271484817	0.999999999995562	4.43823331084085e-12	1.17549457767827e-29	0.997442454029976	chr16:3775055-3930727
GTF2IRD1	GTF2IRD1	NA	4.31	3.28	5.32	3.86	2.716863409	0.999895359419053	0.000104640578786954	2.16023622801609e-12	0.119649904388167	chr7:73868120-74016931
REV3L	REV3L	NA	1.55	0.84	1.41	3.05	1.075323113	0.999999999998084	1.91567211340418e-12	3.0725920144309e-31	0.999997975578815	chr6:111620234-111804915
BAZ1B	BAZ1B	NA	2.95	1.26	2.13	1.47	3.769884028	0.999997476998556	2.52300144419256e-06	2.47625808913184e-16	0.356018070993291	chr7:72854728-72936608
ELN	ELN	NA	47.2	51.06	68.9	62.73	-0.47682269	3.58159025661482e-06	0.999323980626007	0.000672437783735971	0.695746031498746	chr7:73442119-73484237
RFC2	RFC2	NA	19.54	33.41	27.9	35.13	0.931843966	0.00410952026885176	0.953263502049153	0.0426269776819948	0.534129238745571	chr7:73645829-73668774
CYFIP2	CYFIP2	NA	NA	NA	NA	NA	5.099938125	0.999992373020883	7.62697911294095e-06	3.66485399699231e-15	0.509393401713089	chr5:156693091-156822606
HDAC4	HDAC4	NA	0.61	19.13	8.55	5.32	2.27272369	0.999960968043177	3.90319558564414e-05	9.66390533706851e-13	0.73260204904951	chr2:239969864-240322705
