pathway_55	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
LAS1L	LAS1L	NA	46.74	11.39	9.76	13.61	2.498836827	0.837649889132685	0.162185688806914	0.000164422060401125	0.049218753297148	chrX:64732462-64754636
CREBBP	CREBBP	NA	1.54	0.36	0.22	0.36	4.271484817	0.999999999995562	4.43823331084085e-12	1.17549457767827e-29	0.997442454029976	chr16:3775055-3930727
TFAP2B	TFAP2B	NA	31.69	18.75	16.03	18.23	2.907053354	0.986391006589373	0.0136014101314415	7.58327918549362e-06	0.920285668266718	chr6:50786436-50815326
NFIX	NFIX	NA	33.97	14.44	13.72	17.05	4.182532709	0.98385504410806	0.0161334197466153	1.15361453248692e-05	0.983719259079147	chr19:13106422-13209610
NSUN2	NSUN2	NA	8.54	12.9	5.95	8.04	0.049124174	0.976773378817323	0.0232265737124018	4.74702748567231e-08	0.0373621081629872	chr5:6599352-6633404
TRIO	TRIO	NA	0.18	0.11	0.15	0.1	5.109360342	0.999999999999999	1.42635228823455e-15	3.64679187916956e-38	0.326818362131318	chr5:14143811-14532235
CUL7	CUL7	NA	3.39	52.32	42.29	65.97	0.354396654	6.02903722463616e-08	0.999983653821743	1.62858878847366e-05	0.0947175552587941	chr6:43005355-43021683
ARID1B	ARID1B	NA	0.8	0.64	1.52	1.7	2.897059403	0.999654497430291	0.000345502569642867	6.64669499500854e-14	0.540737444638769	chr6:157099063-157531913
KMT2C	KMT2C	NA	0.91	2.27	15.08	15.49	2.360177673	0.999999999999825	1.75230156286211e-13	4.27046491168937e-42	0.0883465982022104	chr7:151832010-152133090
CDON	CDON	NA	88.16	21.05	10.03	27.63	0.808925837	3.35015195839817e-12	0.874647448125603	0.125352551871047	0.175863279473767	chr11:125825691-125933230
IARS2	IARS2	NA	9.68	15.22	26.75	30.39	1.447469192	0.514884840534946	0.485114832109838	3.27355215716337e-07	0.202143957987922	chr1:220267444-220321380
ABCC9	ABCC9	NA	1.82	1.51	1.48	1.97	2.980435196	0.206645901020836	0.793354097614248	1.36491593826227e-09	0.261420458044837	chr12:21950335-22094336
