pathway_3	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
CACNG3	CACNG3	NA	44.54	17.86	16.82	20.57	3.100257523	0.982644675105931	0.0173415458441841	1.37790498847309e-05	0.359779224743782	chr16:24266874-24374122
SCN4A	SCN4A	NA	13.68	14.6	49.26	82.58	2.954155447	0.592172481930675	0.407827482562052	3.55072736378408e-08	0.296782734999009	chr17:62015914-62050278
CACNA2D2	CACNA2D2	NA	19.95	1.69	4.98	3.29	2.973727164	0.999985830974732	1.41690252645792e-05	3.35242745495482e-15	0.465153765294907	chr3:50400233-50541675
CAMK2B	CAMK2B	NA	17.16	29.09	19.5	25.74	2.998765274	0.633764568815795	0.366220647284072	1.47839001324734e-05	0.49071583705301	chr7:44256749-44365255
CACNB1	CACNB1	NA	19.73	14.59	15.99	16.88	2.558752139	0.997401711198212	0.00259826201587692	2.67859111058931e-08	0.341929478195453	chr17:37329709-37353956
CAMK2A	CAMK2A	NA	20.26	13.32	15.17	15.69	3.823077481	0.999809613077424	0.000190386695833524	2.26742453617532e-10	0.795225095807155	chr5:149599054-149669854
CACNG5	CACNG5	NA	43.77	67	51.27	60.1	-0.419463039	0.0443484385712132	0.833676427723359	0.121975133705427	0.0506140702585248	chr17:64831235-64881603
CACNG4	CACNG4	NA	40.16	33.05	23.75	38.56	2.783443198	0.169939852927706	0.813368605327496	0.0166915417447978	0.127367031727225	chr17:64961026-65029514
CACNA1S	CACNA1S	NA	5.71	76.09	61.36	20.15	0.09798448	5.12484027833099e-06	0.99999484752287	2.76368518300554e-08	0.323841455897667	chr1:201008642-201081694
CACNA1F	CACNA1F	NA	11.53	38.17	12.28	8.43	1.587076859	0.870034970955218	0.129965022813734	6.2310484052968e-09	0.172930076191269	chrX:49061523-49089833
FGF14	FGF14	NA	53.51	28.41	42.94	29.96	1.303173577	0.918446216278312	0.0809071268375636	0.000646656884124775	0.824556278382824	chr13:102372134-103054124
CACNG7	CACNG7	NA	31.46	18.84	29.6	14.86	2.829846351	0.6704758134518	0.323510641124475	0.00601354542372456	0.0994535661470303	chr19:54412589-54447195
SCN1B	SCN1B	NA	83.25	33.48	24.12	39.07	1.303738399	0.183600414363882	0.754852230020526	0.0615473556155914	0.115765120859269	chr19:35521588-35531352
CACNG1	CACNG1	NA	41.91	52.05	43.83	30.72	0.219997788	2.79632964048198e-06	0.16323388311894	0.83676332055142	0.0694770576583888	chr17:65040706-65052909
RANGRF	RANGRF	NA	38.58	49.77	44.18	47.8	2.311453015	0.0829595722106232	0.863043837718612	0.053996590070765	0.112854675944327	chr17:8191815-8193410
FGF12	FGF12	NA	41.25	30.12	23.46	27.59	2.10533815	0.73955645999672	0.257448843863716	0.00299469613956364	0.880382605834622	chr3:191857184-192485553
FGF13	FGF13	NA	38.28	32.25	46.3	24.7	1.78417394	0.954495623697627	0.0453549621290715	0.000149414173301768	0.912569109235908	chrX:137713735-138304939
CACNG6	CACNG6	NA	NA	77.12	81.18	82.01	-0.048399094	0.51156996609824	0.466771396812879	0.0216586370888808	0.0107791910149796	chr19:54495542-54515923
SCN2A	SCN2A	NA	1.77	1.4	1.05	2.79	5.325529995	0.999999931333344	6.86666554869265e-08	3.81332820677593e-20	0.875445786473717	chr2:166095912-166248818
SCN7A	SCN7A	NA	88.57	92.34	97.08	79.28	-0.510061356	6.08282510671193e-13	0.543755673222232	0.45624432677716	0.0301195685925235	chr2:167260083-167350757
CACNG8	CACNG8	NA	NA	52.85	41.61	36.42	NA	NA	NA	NA	0.0191464048056915	chr19:54466294-54493469
SCN1A	SCN1A	NA	4.03	3.49	2.38	5.08	3.799122695	0.999999994566114	5.43388588504053e-09	7.90512739066327e-23	0.67998024920349	chr2:166845670-166930149
CAMK2D	CAMK2D	NA	55.22	16.12	14.42	18.02	2.464122781	0.0344985885220751	0.965082530501309	0.000418880976615414	0.555048733540076	chr4:114372188-114683083
CAMK2G	CAMK2G	NA	19.31	11.98	10.76	12.55	3.035674312	0.985017913094622	0.0149820072398398	7.9665538408125e-08	0.971266871594127	chr10:75572259-75634343
SCN2B	SCN2B	NA	24	40.86	42.29	55.45	0.191008002	0.432770978943656	0.529746984344709	0.0374820367116343	0.193639819966619	chr11:118032666-118047388
CACNA2D4	CACNA2D4	NA	89.66	30.63	23.9	13.23	0.62427211	6.40797604089174e-20	0.0761931216487078	0.923806878351292	0.0411180368729244	chr12:1901123-2028002
CACNA1C	CACNA1C	NA	1.57	2.65	3.51	1.56	6.032544634	0.999999825073852	1.74926148017462e-07	3.08169620210201e-21	0.702781937177709	chr12:2079952-2802108
SCN3A	SCN3A	NA	0.97	0.82	0.83	1.11	4.362162498	0.999999987561123	1.24388774757614e-08	2.93706653280326e-21	0.861375518947093	chr2:165944032-166060577
CACNA2D1	CACNA2D1	NA	13.58	8.39	12.56	10.58	3.036590332	0.999993141664058	6.85833594201981e-06	1.15841660410504e-16	0.58658944509603	chr7:81575760-82073114
