pathway_18	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
SNRPA	SNRPA	NA	20.26	9.79	10.88	11.64	2.306412486	0.606395508427015	0.383117129029748	0.0104873625432377	0.560226748727227	chr19:41256542-41271294
BZW1	BZW1	NA	39.68	32.35	30.58	29.67	1.744755354	0.911320350669617	0.0885149498714437	0.000164699458938715	0.766796232221233	chr2:201675317-201688569
SF3B2	SF3B2	NA	7.11	6.29	4.77	5.55	3.026452583	0.999917947363569	8.20526352365389e-05	1.19466218738205e-12	0.303393973374856	chr11:65819802-65836779
GCN1	GCN1	NA	0.24	0.16	0.27	0.5	4.205108972	0.999999999715051	2.84948757539792e-10	4.98292714116117e-28	0.277880106687249	chr12:120565007-120632513
CDC5L	CDC5L	NA	12.46	8.82	9.9	6.68	2.026148395	0.999972530104031	2.74698955579806e-05	4.10702504744569e-13	0.899227110639157	chr6:44355262-44418163
HSPA8	HSPA8	NA	11.68	4.89	4.46	5.24	4.364483313	0.996315795953149	0.00368389371606005	3.10330791262029e-07	0.744196885216244	chr11:122928197-122933938
PRPF19	PRPF19	NA	19.31	24.61	25.88	17.04	2.847441539	0.997282906037468	0.00271694634433866	1.47618193647032e-07	0.683176687142569	chr11:60658202-60674060
SF3B1	SF3B1	NA	6.43	4.99	3.79	4.91	5.418407508	0.999999816554183	1.83445816492604e-07	2.06410576398411e-18	0.867902344211168	chr2:198254508-198299815
SFPQ	SFPQ	NA	NA	12.31	15.86	17.99	2.92230284	0.998879726547806	0.00112027000847207	3.44372168501202e-09	0.373715790491156	chr1:35648533-35658749
BCAS2	BCAS2	NA	62.74	24.75	27.84	29.63	2.102499525	0.00847095717089022	0.922660381974564	0.0688686608545463	0.579855002742739	chr1:115110178-115124260
SNRPD2	SNRPD2	NA	47.79	44.17	43.13	46.55	NA	0.737697011838649	0.248655087870057	0.0136479002912938	0.870174270367214	chr19:46190712-46195591
TOP2A	TOP2A	NA	79.61	10.4	13.32	16.1	3.443035656	0.999055681132538	0.000944318866692233	7.70240627341008e-13	0.892733002773145	chr17:38544768-38574202
SNRPA1	SNRPA1	NA	72.01	54.45	57.82	64.51	1.072772775	0.958664050694386	0.0412183232363486	0.00011762606926547	0.638954508526842	chr15:101821715-101835456
SRRM1	SRRM1	NA	9.68	27.18	19.35	17.51	1.939850326	0.99999487705273	5.1229472685806e-06	1.39015845108997e-15	0.887012627611474	chr1:24967722-24999758
SRSF1	SRSF1	NA	52.85	46.63	45.29	51.2	3.045238252	0.988126902014706	0.0118676715492882	5.42643600545341e-06	0.979419710235627	chr17:56080721-56084707
SF3B4	SF3B4	NA	32.62	25.78	28.37	32.99	3.029436388	0.889191853556676	0.110515160259546	0.000292986183778612	0.335310071409099	chr1:149895209-149900236
ILF2	ILF2	NA	51.04	22.76	21.37	25.6	3.085088232	0.993932609451946	0.00606717812379569	2.12424257945774e-07	0.843582089961212	chr1:153634512-153643524
RBMX	RBMX	NA	73.11	98.08	97.34	98.67	2.369623395	0.926240621260929	0.073656536036958	0.000102842702113167	0.529633182067098	chrX:135951346-135962923
CWC15	CWC15	NA	NA	NA	NA	NA	NA	0.884916518213231	0.113526787952124	0.00155669383464468	0.589318607482551	chr11:94695793-94706776
SRSF2	SRSF2	NA	35.42	28.09	26.43	25.89	3.630467862	0.925719134378011	0.0737702833366458	0.000510582285343096	0.226287852166931	chr17:74730197-74733456
SNRPD1	SNRPD1	ambiguous_previous	62.38	56.82	56.52	57.7	NA	0.832079689179388	0.163768731178683	0.00415157964192801	0.820716802382941	chr18:19192228-19210417
PPM1D	PPM1D	NA	30.37	66.13	57.31	50	1.722894623	0.074131209841097	0.925245882198033	0.000622907960869795	0.538556318173197	chr17:58677544-58741849
PLRG1	PLRG1	NA	33.2	50.23	41.99	29.47	0.907932733	0.99548107951012	0.00451889956560038	2.09242796084836e-08	0.680987473244525	chr4:155456158-155471587
PPP1CA	PPP1CA	NA	28.63	12.2	13.8	14.4	3.364307714	0.982827240918266	0.0171593336168919	1.34254648424366e-05	0.442096329347726	chr11:67165654-67188654
TCF4	TCF4	ambiguous_previous	19.54	19.23	13.05	27.06	3.434060734	0.99961761213725	0.000382387611863904	2.50886116342607e-10	0.999272266089792	chr18:52889562-53332018
DYNC1H1	DYNC1H1	NA	0.04	0.01	0.01	0.01	9.977310358	1	1.09035298816555e-22	3.41222077271667e-56	0.285436253318425	chr14:102430865-102517128
SFI1	SFI1	NA	82.53	98.39	94.95	89.18	0.289664944	2.32029278450035e-21	0.446885830645245	0.553114169354755	0.00988245223297043	chr22:31892261-32014572
SCAF8	SCAF8	NA	9.34	1.63	1.89	3.01	1.86221262	0.999999881178843	1.18821157350936e-07	3.54167808269024e-18	0.328697181011564	chr6:155054459-155155192
PRKDC	PRKDC	NA	NA	NA	NA	NA	NA	0.999999999999998	2.42077959677786e-15	2.21745805257228e-40	0.642781418454804	chr8:48685669-48872743
