pathway_77	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
PIK3CB	PIK3CB	NA	4.1	3.54	2.74	2.18	2.042972053	0.999995654368985	4.34563101445532e-06	9.3107002474876e-16	0.996210573509456	chr3:138372860-138553780
CAMK2B	CAMK2B	NA	17.16	29.09	19.5	25.74	2.998765274	0.633764568815795	0.366220647284072	1.47839001324734e-05	0.49071583705301	chr7:44256749-44365255
GSK3B	GSK3B	NA	32.94	23.35	20.51	32.08	1.897126463	0.997210745139451	0.0027892230149021	3.18456469207427e-08	0.996775896715384	chr3:119540170-119813264
MAPK1	MAPK1	NA	26.23	49.31	46.24	58.51	2.187331271	0.974579123921532	0.0253855994217243	3.52766567439544e-05	0.998883800552633	chr22:22108789-22221970
MAPK3	MAPK3	NA	26.23	19.02	16.55	13.3	2.959344614	0.926362439436612	0.073535149550323	0.000102411013064589	0.988267401489704	chr16:30125426-30134827
TSC2	TSC2	NA	0.87	1.11	0.73	0.66	0.879822327	0.999999849176143	1.50823857299059e-07	2.5923031430747e-19	0.62581646638801	chr16:2097466-2138716
AKT2	AKT2	NA	16.36	19.78	7.89	13.08	2.78086175	0.996078789909753	0.00392084874827331	3.61341973301409e-07	0.840114430975102	chr19:40736224-40791443
GRIN2D	GRIN2D	NA	NA	3.82	4.56	4.35	5.211109767	0.997093825258346	0.00290613954009668	3.52015569235373e-08	0.0734445916487085	chr19:48898132-48948188
PIK3R2	PIK3R2	NA	20.7	13.55	7.73	15.29	2.055951192	0.974971291614072	0.0250273140020278	1.39438390004639e-06	0.114185141565196	chr19:18263928-18281350
RHEB	RHEB	NA	54.63	44.17	50.45	46.55	NA	0.941778639364995	0.0579447293045973	0.000276631330407628	0.789197391676024	chr7:151163098-151217206
PRKAG2	PRKAG2	NA	10.73	48.64	41.79	61.74	1.889303306	0.989753446686815	0.0102463983317279	1.54981457652091e-07	0.305704520039	chr7:151253197-151574210
RPS6KB1	RPS6KB1	NA	22.09	21.47	19.47	21.69	2.554556422	0.995486496776479	0.00451348236045156	2.0863069354845e-08	0.965900628656643	chr17:57970491-58027925
PRKAB1	PRKAB1	NA	55.22	54.85	47.45	47.76	1.46492957	0.0377190019908372	0.922437591320906	0.0398434066882571	0.268267907368962	chr12:120105558-120119435
UBE3A	UBE3A	NA	19.54	8.6	5.11	6.85	3.579894571	0.998971942263299	0.00102805494352335	2.79317736487652e-09	0.95433048360597	chr15:25582381-25684128
PRKAG3	PRKAG3	NA	70.64	67.46	44.39	55.28	-0.322112515	0.0419360307549765	0.95061339886853	0.00745057037649337	0.0661327016505476	chr2:219687106-219696809
GRIN3B	GRIN3B	NA	NA	NA	NA	NA	-0.124184725	0.00385832590477172	0.949876926581723	0.0462647475135058	0.0107914122995292	chr19:1000418-1009731
AKT3	AKT3	NA	35.42	20.57	19.11	19.63	2.87314264	0.999127507626373	0.000872483119516684	9.25411006410497e-09	0.933009875706277	chr1:243651535-244014381
PIK3R3	PIK3R3	NA	46.74	59.32	34.26	65.61	0.770292608	1.82265374590277e-05	0.964412731826915	0.0355690416356258	0.852452988143643	chr1:46505812-46642160
PIK3CA	PIK3CA	NA	24.19	8.61	8.83	8.2	4.104908139	0.999999666402264	3.3359773580947e-07	8.85837425272147e-18	0.999770079728532	chr3:178865902-178957881
PRKAB2	PRKAB2	NA	66.57	59.68	68.07	54	1.756115384	0.722849739474643	0.273562503050299	0.00358775747505877	0.393180910978469	chr1:146626685-146644123
PRKAA1	PRKAA1	NA	22.09	32.06	18	22.23	2.063824815	0.735952269084209	0.263916562423499	0.000131168492292083	0.570712671270651	chr5:40759481-40798476
DLG4	DLG4	ambiguous_previous	15.76	8.47	6.06	8.63	3.96948098	0.988512380410048	0.0114876111914015	8.39855080769537e-09	0.305379093508365	chr17:7093209-7123021
KRAS	KRAS	NA	42.88	47.14	37.94	36.05	NA	0.000800455744248145	0.51252706732373	0.486672476932022	0.998658450697024	chr12:25357723-25403870
RPTOR	RPTOR	NA	0.83	0.92	0.81	0.95	4.013487962	0.999999875228164	1.24771835790761e-07	8.07226622601041e-19	0.208949560442843	chr17:78518619-78940168
AKT1	AKT1	NA	8.32	6.58	8.43	7.28	3.228592267	0.99235024106922	0.00764938452818562	3.74402594288527e-07	0.999993360885163	chr14:105235686-105262088
PIK3R1	PIK3R1	NA	13.45	6.4	5.39	6.69	2.169726404	0.993871503930127	0.00612849426621643	1.80365613281319e-09	0.917149804053144	chr5:67511548-67597649
NTRK2	NTRK2	NA	22.65	8.41	6.64	6.79	2.271432966	0.999940190021857	5.9809964635981e-05	1.35071295851741e-11	0.92228354212197	chr9:87283466-87638505
CACNA1C	CACNA1C	NA	1.57	2.65	3.51	1.56	6.032544634	0.999999825073852	1.74926148017462e-07	3.08169620210201e-21	0.702781937177709	chr12:2079952-2802108
HOMER1	HOMER1	NA	35.42	35.2	22.41	26.59	1.739031784	0.993298941644297	0.00669972046242622	1.33789327679683e-06	0.828807321751507	chr5:78668459-78810040
CAMK4	CAMK4	NA	34.6	42.74	28.7	50.91	1.440208783	0.00920698522380585	0.976594109435564	0.01419890534063	0.22772820504477	chr5:110559351-110830584
GRM1	GRM1	NA	42.34	9.78	3.96	9.98	3.468792063	0.995340432200082	0.00465954524913811	2.25507797004763e-08	0.725318461105243	chr6:146348782-146758734
GRIN2C	GRIN2C	NA	NA	83.88	81.72	87.7	0.450433779	0.00993505135875783	0.987419193543495	0.00264575509774668	0.0811317635389569	chr17:72838162-72856658
PRKAA2	PRKAA2	NA	15.62	42.74	19.76	41.66	1.937496327	0.00109716452750245	0.986274216171957	0.0126286193005404	0.348711912722427	chr1:57110995-57181008
TSC1	TSC1	NA	7.83	9.03	19.41	5.99	3.161836188	0.999996749011041	3.25098894753372e-06	1.12148536282461e-14	0.596037841459656	chr9:135766735-135820020
PIK3CD	PIK3CD	NA	2.72	4.87	2.55	3.18	3.857967127	0.999989230141224	1.0769858568752e-05	2.07445061516589e-13	0.977549203261855	chr1:9711790-9789172
PTEN	PTEN	NA	36.86	42.11	39.15	40.12	2.455472787	0.960964969897069	0.0390142826470458	2.07474558854741e-05	0.999988229173229	chr10:89622870-89731687
HRAS	HRAS	NA	30.07	29.65	22.08	31.28	2.027008417	0.0376814202845889	0.816026469930063	0.146292109785348	0.999987107236837	chr11:532242-535550
BDNF	BDNF	NA	77.57	45.31	39.6	61.87	2.245382741	0.935799092797321	0.0638473239948972	0.000353583207781321	0.999919401060513	chr11:27676440-27743605
GRIN1	GRIN1	NA	6.72	3.31	4.67	4.09	5.971225911	0.928695746564368	0.0713034691937774	7.8424185492576e-07	0.134172600913594	chr9:140032842-140063207
PRKAG1	PRKAG1	NA	66.82	28.81	25.22	25.25	1.762374739	0.000848223394734434	0.981110264769762	0.0180415118355031	0.579970623539823	chr12:49396057-49415655
GRIN2A	GRIN2A	NA	3.89	0.77	1.17	0.83	4.240017283	0.998910618505245	0.00108938084384376	6.50911378285049e-10	0.560581535500693	chr16:10031816-9984957
EIF4EBP1	EIF4EBP1	NA	NA	59.86	51	56.21	NA	0.184625925087701	0.624913669557477	0.190460405354823	0.685886234745924	chr8:37887859-37917883
NF1	NF1	NA	0.47	0.25	0.2	0.38	4.909466807	0.999999939046812	6.0953188230174e-08	1.62208325797896e-26	0.993936902824999	chr17:29421945-29708905
SYNGAP1	SYNGAP1	NA	6.23	1.6	1.36	2.23	5.50652863	0.999993301784444	6.69821554270969e-06	1.3200792986554e-14	0.418988174717978	chr6:33387847-33421466
ARC	ARC	NA	28.63	38.83	34.84	41.8	3.641735253	0.908917997991189	0.0902259495932489	0.000856052415562222	0.130590353538336	chr8:143692405-143696833
GRIN3A	GRIN3A	NA	67.53	91.19	44.23	47.27	1.45256572	0.0547895500250625	0.945005617646806	0.000204832328131687	0.458861926692803	chr9:104331635-104500862
MTOR	MTOR	NA	0.34	0.18	0.09	0.13	5.973608946	0.999999999995296	4.70424396127038e-12	9.29705808950039e-34	0.997612705052759	chr1:11166592-11322564
NRAS	NRAS	NA	54.63	37.26	35.92	39.68	NA	0.898456661303687	0.100413821994741	0.00112951670157155	0.993626786815059	chr1:115247090-115259515
SHANK3	SHANK3	NA	NA	NA	NA	NA	4.714052438	0.999915921676604	8.40782924320766e-05	3.09643859042457e-11	0.0592128197215211	chr22:51112843-51171726
GRIN2B	GRIN2B	NA	1.07	1.06	1.09	1.83	5.334038957	0.999983751088803	1.62489106316848e-05	5.64911303689279e-13	0.628804110766064	chr12:13693165-14133053
