pathway_65	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
PLXND1	PLXND1	NA	4.88	81.19	94.06	84.75	3.465864256	0.999922416204609	7.75837953822723e-05	8.63521640449248e-15	0.109444337876746	chr3:129274018-129325661
CIAPIN1	CIAPIN1	NA	64.51	76.55	64.41	75.83	0.576943812	0.605051488732606	0.392687809904278	0.00226070136311625	0.0936493593408281	chr16:57462081-57481440
SCIN	SCIN	NA	93.24	94.02	95.45	86.74	-0.86829361	1.32618200692962e-13	0.00595752001069065	0.994042479989177	0.0926264002954914	chr7:12610312-12693228
GPRC5A	GPRC5A	NA	48.78	63.1	82.48	85.78	-0.813822569	4.2587111908228e-05	0.374319761694733	0.625637651193359	0.013410334492024	chr12:13043716-13070871
TBPL1	TBPL1	NA	72.94	51.84	57.58	55.65	NA	0.862898599246499	0.134655318670796	0.00244608208270514	0.872708689017961	chr6:134273308-134311570
FAM168A	FAM168A	NA	32.62	27.81	20.84	21.47	1.905084429	0.939296256296472	0.0603965671977411	0.000307176505787344	0.646741108217204	chr11:73111532-73309234
PKM	PKM	NA	25.56	16.25	18.43	12.49	2.609348243	0.997896969437451	0.00210295153733042	7.90252189659164e-08	0.880838683661757	chr15:72491370-72524164
RNF126	RNF126	NA	23.43	NA	NA	NA	0.509392903	0.934639745437321	0.0649903954600181	0.000369859102660528	0.0255633464461757	chr19:647526-663277
TCF3	TCF3	ambiguous_previous	47.26	78.98	86.99	85.38	-1.803340535	0.383400069828161	0.616066201557325	0.000533728614513897	0.245655787099433	chr19:1609293-1652604
CYBRD1	CYBRD1	NA	84.93	81.39	83.74	80.28	1.63762457	0.699798716420603	0.295659710530379	0.00454157304901846	0.0748958281493412	chr2:172378757-172414643
MARK2	MARK2	NA	14.5	7.82	5.48	5.36	3.446251059	0.999711505033997	0.000288494839716554	1.26286229517639e-10	0.497643577151186	chr11:63606400-63678491
