pathway_76	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
CREBBP	CREBBP	NA	1.54	0.36	0.22	0.36	4.271484817	0.999999999995562	4.43823331084085e-12	1.17549457767827e-29	0.997442454029976	chr16:3775055-3930727
ZFX	ZFX	NA	37.32	15.38	24.26	19.67	2.552553622	0.980521009576159	0.0194606870475256	1.83033763149883e-05	0.731594379566942	chrX:24167746-24234372
DNMT3B	DNMT3B	NA	2.54	23.7	22.62	19.14	2.257327641	0.999956330065429	4.36699345186888e-05	5.20133257771776e-14	0.978021249007796	chr20:31350191-31397162
EP300	EP300	NA	0.26	0.31	0.24	0.31	2.94679272	0.999999999988046	1.19539779798185e-11	2.65738675537293e-29	0.997012534270633	chr22:41487790-41576081
GZMB	GZMB	NA	72.23	49.72	57.7	50.11	0.783046371	0.00193834183143418	0.89153428417316	0.106527373995406	0.00621871292250468	chr14:25100160-25103473
GABPB1	GABPB1	ambiguous_previous	73.97	25.43	28	32.63	2.194785254	0.975977780971481	0.0240159958382399	6.22319027953311e-06	0.506682028788979	chr15:50569389-50647605
FOXO3	FOXO3	NA	22.36	37.05	45.95	40.03	3.830452652	NA	NA	NA	0.833696214685596	chr6:108881038-109005977
DNMT3A	DNMT3A	NA	6.48	2.3	2.11	1.44	3.82641456	8.06315844097161e-38	5.7950378040662e-09	0.999999994204962	0.878353433134434	chr2:25455845-25565459
FLT3	FLT3	NA	60.72	41.88	59.35	25.84	0.002190697	0.913923084283027	0.0860768637385288	5.1978443742412e-08	0.691934662617827	chr13:28577411-28674729
SMARCA4	SMARCA4	NA	0.6	0.48	0.42	0.52	6.604156311	0.999999978667846	2.13321545215247e-08	1.0927361362766e-20	0.92126593578992	chr19:11071598-11176071
DNMT1	DNMT1	NA	3.33	1.59	0.97	1.66	4.869620284	0.999999993200305	6.79969462330173e-09	1.36492000322593e-22	0.310637592962944	chr19:10244022-10341962
TERF2	TERF2	NA	68.13	NA	NA	NA	2.241268601	0.974874118184942	0.0251189280739124	6.95374114553223e-06	0.635354794404822	chr16:69389464-69442474
ETV6	ETV6	NA	17.16	31.99	17.22	19.76	1.845292176	0.991036691917224	0.00896275627655019	5.5180622570092e-07	0.977301754150759	chr12:11802788-12048336
SMAD4	SMAD4	NA	31.69	33.05	23.75	30.78	2.989155706	0.988019819044614	0.0119790574994182	1.12345596745567e-06	0.999854084196282	chr18:48494361-48611415
MCL1	MCL1	NA	39.95	36.02	50.23	35.16	2.552454761	0.938919976718759	0.0607680449133775	0.000311978367863881	0.642781101349368	chr1:150547032-150552066
ATM	ATM	NA	95.51	46.86	42.1	8.71	0.036476676	3.02096188975748e-22	0.999999929960605	7.00393953387383e-08	0.992666029076629	chr11:108093211-108239829
GABPA	GABPA	NA	26.23	28.9	21.96	28.44	2.078919442	0.990336305865108	0.00966303068169915	6.63453192555085e-07	0.493666310084388	chr21:27106881-27144771
BCL2L1	BCL2L1	NA	38.28	28.9	21.96	28.44	2.06685494	0.811584456841206	0.182791904256629	0.00562363890216426	0.984693528798621	chr20:30252255-30311792
BCL2	BCL2	NA	39.68	29.72	38.61	29.15	2.698150331	0.326859807436877	0.597843858804552	0.0752963337585704	0.938364507224844	chr18:60790579-60987361
PTEN	PTEN	NA	36.86	42.11	39.15	40.12	2.455472787	0.960964969897069	0.0390142826470458	2.07474558854741e-05	0.999988229173229	chr10:89622870-89731687
