pathway_74	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
TRIO	TRIO	NA	0.18	0.11	0.15	0.1	5.109360342	0.999999999999999	1.42635228823455e-15	3.64679187916956e-38	0.326818362131318	chr5:14143811-14532235
ROCK1	ROCK1	NA	18.9	5.28	8.32	5.66	3.451687724	0.999998543675827	1.45632417256395e-06	5.37942207127555e-19	0.885551147648457	chr18:18526867-18691812
TESK2	TESK2	NA	68.44	85.46	71.38	71.69	0.369876839	3.86966055289185e-06	0.937780766587849	0.0622153637515982	0.291473358432652	chr1:45809555-45956872
CDC42	CDC42	NA	46.2	44.65	36.34	40.17	1.990499663	0.615716856763145	0.374571548931323	0.00971159430553115	0.998507542689706	chr1:22379120-22419437
PRKACA	PRKACA	NA	23.04	18.84	17.02	24.52	2.186305328	0.938021725690092	0.0619121221703406	6.61521395674536e-05	0.509738772919346	chr19:14202500-14228896
MARK2	MARK2	NA	14.5	7.82	5.48	5.36	3.446251059	0.999711505033997	0.000288494839716554	1.26286229517639e-10	0.497643577151186	chr11:63606400-63678491
CLASP1	CLASP1	NA	NA	NA	NA	NA	2.469034031	0.99999988167025	1.18329750215223e-07	2.90468432506232e-20	0.440226121104848	chr2:122095352-122407163
GSK3B	GSK3B	NA	32.94	23.35	20.51	32.08	1.897126463	0.997210745139451	0.0027892230149021	3.18456469207427e-08	0.996775896715384	chr3:119540170-119813264
DPYSL2	DPYSL2	NA	13.45	17.35	14.17	24.81	3.050694274	0.99122163539032	0.00877784026549615	5.24344183337119e-07	0.481859756282989	chr8:26371791-26515694
ABL1	ABL1	NA	2.85	6.83	4.4	5.4	1.97483745	0.999678496780562	0.000321503055010454	1.6442776763073e-10	0.91575422429254	chr9:133589333-133763062
MAPRE1	MAPRE1	NA	35.75	30.49	32.93	40.03	0.493921568	0.958189250575773	0.0416897334876216	0.000121015936605823	0.390143265808591	chr20:31407699-31438211
PARD6A	PARD6A	NA	56.92	26.06	26.27	33.54	2.645223042	0.819358989696477	0.179566206958511	0.00107480334501194	0.504903103714706	chr16:67694849-67696681
LIMK1	LIMK1	NA	11.88	12.2	15.87	14.06	2.606681069	0.98047290774612	0.0195263366275605	7.55626319284072e-07	0.418317168033256	chr7:73497263-73536855
DVL1	DVL1	NA	6.06	37.98	20.49	20.57	0.627851985	0.0905115733720149	0.907284969698664	0.00220345692932133	0.502065644146611	chr1:1270656-1284730
MARK1	MARK1	NA	31.93	12.6	9.51	10.47	3.054634888	0.96305923648603	0.0369407573722309	6.14173872987515e-09	0.271289773438062	chr1:220701568-220837803
STMN1	STMN1	NA	70.87	47.25	46.59	49.35	NA	0.611993826005902	0.377990405795041	0.0100157681990572	0.749943798084515	chr1:26211931-26233482
