pathway_63	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
SEMA3F	SEMA3F	NA	34.88	17.04	8.74	12.76	3.14036468	0.999989424047251	1.05759525501425e-05	1.98464601259204e-13	0.52331449978321	chr3:50192478-50226508
TFPI	TFPI	NA	73.27	54.85	67.51	72.15	1.235105342	0.322036793906924	0.673749428271616	0.00421377782145945	0.0143929948918345	chr2:188328957-188430487
IDS	IDS	NA	75.51	85.8	80.33	78.25	0.332400698	0.971796467675636	0.028157937515619	4.55948087454704e-05	0.544287720809545	chrX:148558521-148615470
MAN2B2	MAN2B2	NA	98.47	99.05	99.36	99.13	-0.981418275	2.31473794069422e-16	0.0506922417539476	0.949307758246052	0.00682204343487707	chr4:6576902-6625089
U2AF2	U2AF2	NA	9.9	12.77	11.43	17.23	3.756280613	0.995114270282633	0.00488511151520404	6.18202162505545e-07	0.172419604472537	chr19:56165512-56186081
PKM	PKM	NA	25.56	16.25	18.43	12.49	2.609348243	0.997896969437451	0.00210295153733042	7.90252189659164e-08	0.880838683661757	chr15:72491370-72524164
FSCN1	FSCN1	NA	50.22	33.32	26.04	33.49	3.725503033	0.734732506907527	0.262109486871741	0.0031580062207318	0.380842493299711	chr7:5632439-5646286
POMGNT1	POMGNT1	NA	33.47	17.61	22.87	26.25	1.470738865	1.78751579561236e-06	0.99817930677898	0.00181890570522418	0.588203722503946	chr1:46654354-46685977
CNOT3	CNOT3	NA	18.14	20.55	50.2	50.79	3.736575468	0.999909741894143	9.02580690531309e-05	3.68040069848999e-11	0.107195119100992	chr19:54641444-54659419
TFAP4	TFAP4	NA	60.09	33.45	28.5	33.28	2.773815655	0.970611912727821	0.0293376104601795	5.04768119998967e-05	0.375726791657173	chr16:4307187-4323076
SEC22C	SEC22C	NA	39.95	67.92	60.48	32.5	0.849953853	6.67470190337728e-06	0.4441105181244	0.555882807173696	0.0760848528152705	chr3:42589461-42642572
HSP90AB1	HSP90AB1	NA	5.24	9.63	5.14	6.43	2.925072331	0.990965376952322	0.00903406042900452	5.6261867307138e-07	0.395652538248936	chr6:44214824-44221620
ABL1	ABL1	NA	2.85	6.83	4.4	5.4	1.97483745	0.999678496780562	0.000321503055010454	1.6442776763073e-10	0.91575422429254	chr9:133589333-133763062
MKNK2	MKNK2	NA	18.78	27.23	51.2	24.13	0.151688138	4.44780646406352e-06	0.592841132132118	0.407154420061418	0.0505237719658519	chr19:2037470-2051243
MAPK1	MAPK1	NA	26.23	49.31	46.24	58.51	2.187331271	0.974579123921532	0.0253855994217243	3.52766567439544e-05	0.998883800552633	chr22:22108789-22221970
GRK3	GRK3	NA	14.02	12.08	14.49	16.69	1.474212828	0.554882940608114	0.445111236439869	5.82295201713989e-06	0.084212283768033	chr22:25960816-26125261
SBF1	SBF1	NA	0.17	1.89	0.55	0.47	2.292907931	0.969518230456661	0.0304817695369537	6.3852872251737e-12	0.0557342716671639	chr22:50883429-50913454
ZC3H7B	ZC3H7B	NA	5.87	6.39	4.19	2.64	2.421728685	0.99348379703133	0.00651620087316266	2.09550731468342e-09	0.205802126832557	chr22:41697526-41756151
MYBL2	MYBL2	NA	66.13	60.86	43.47	72.6	2.316611763	0.983038421362735	0.016961044463759	5.34173506404775e-07	0.215458028447915	chr20:42295754-42345136
MTHFSD	MTHFSD	NA	94.02	90.54	81.42	74.84	-0.607905978	1.39080444868967e-07	0.195918387509054	0.804081473410501	0.0720819405240622	chr16:86563782-86588841
SLC7A5	SLC7A5	NA	53.85	16.45	18.74	12.67	3.632996768	0.773905008838203	0.225683059738969	0.000411931422828313	0.094869709451376	chr16:87863629-87903094
CAPN15	CAPN15	NA	NA	63.86	58.44	35.17	0.638678857	0.928558876946777	0.0714372287189548	3.89433426850305e-06	0.0255561500385433	chr16:577717-604636
RNF40	RNF40	NA	1.76	3.07	3.95	1.61	2.428813495	0.999995545423387	4.45457660863587e-06	4.88747998870259e-15	0.268448821157231	chr16:30773066-30787628
PIAS4	PIAS4	NA	15.27	22.75	13.88	21.02	2.18489846	0.991003568926499	0.00899368090152591	2.75017197529904e-06	0.203667414692923	chr19:4007644-4039384
RAPGEF1	RAPGEF1	NA	2.32	5.25	5.87	3.83	2.426816917	0.999931178384385	6.88216148360332e-05	7.78427695292383e-13	0.354236280471158	chr9:134452157-134615461
SYNGR2	SYNGR2	NA	28.93	77.99	67.28	62.23	-0.387459859	0.000456490445712493	0.400775403585094	0.598768105969193	0.0389512667770655	chr17:76164639-76169608
TMEM109	TMEM109	NA	39.95	52.12	38.56	52.04	-0.004326006	0.176832211139482	0.807670074959187	0.0154977139013305	0.0358960939535982	chr11:60681346-60690915
FOLR1	FOLR1	NA	78.28	54.35	68.54	60.72	1.073202095	0.0292817584979859	0.914587202241197	0.0561310392608173	0.026080618507248	chr11:71900602-71907345
NECTIN1	NECTIN1	NA	36.31	22.15	28.57	42.86	0.990512107	0.94720474389445	0.0527510918323185	4.41642732311254e-05	0.677603368657741	chr11:119508808-119599794
MDK	MDK	NA	58	47.74	45.58	54.67	1.740849306	0.108208626760118	0.758673941317723	0.133117431922159	0.315014934867913	chr11:46402306-46405375
RAB5B	RAB5B	NA	44.54	64.47	60.32	52.13	0.848448124	0.515888599745494	0.479488483067181	0.00462291718732511	0.458750739023623	chr12:56367697-56388490
POLR3G	POLR3G	NA	41.25	45.91	56.31	39.56	NA	0.000309227624440313	0.547182945816352	0.452507826559208	0.180507272453841	chr5:89767565-89810370
PPP2CA	PPP2CA	NA	35.42	39.93	37.94	44.85	2.927928239	0.979296925768005	0.0206818080299979	2.12662019970363e-05	0.952167398240185	chr5:133530025-133561833
ABCC5	ABCC5	NA	1.82	0.51	0.5	0.67	3.647494772	0.999762504864563	0.000237495135410052	2.66682065491998e-14	0.264803016483973	chr3:183637722-183735803
KMT2A	KMT2A	NA	0.41	0.14	0.23	0.16	5.74707202	0.999999999999987	1.3074617088987e-14	6.66721960618652e-38	0.474120406291324	chr11:118307205-118397539
PTPA	PTPA	ambiguous_previous	53.51	34.59	42.03	49.11	1.010374877	0.976889754817423	0.0230823587230015	2.78864595758048e-05	0.649406270492567	chr9:131873229-131911225
ARHGAP40	ARHGAP40	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0143685406013912	chr20:37230577-37279678
