pathway_50	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
DVL2	DVL2	NA	5.69	15.96	40.15	18.08	0.533518588	0.0248720526925577	0.974441958613436	0.000685988694006891	0.38017380308814	chr17:7128660-7137864
SOX8	SOX8	NA	NA	77.31	74.86	73.95	2.543076099	0.860328391350065	0.137104754072382	0.00256685457755297	0.105737712688102	chr16:1031808-1036979
RALA	RALA	NA	72.94	51.84	50.45	55.65	NA	0.938740815003154	0.060944904214549	0.000314280782297159	0.91575897343329	chr7:39663082-39747723
FUZ	FUZ	NA	55.45	54.2	71.79	49.53	0.327646313	0.00782599959675847	0.916301024484642	0.0758729759186	0.0577273179922536	chr19:50310142-50320633
MKS1	MKS1	NA	50.45	68.87	72.4	45	0.858980625	1.10196146142099e-09	0.721828708260638	0.278171290637401	0.216080844876259	chr17:56282803-56296966
CC2D2A	CC2D2A	NA	9.83	93.91	97.56	92.8	0.415204065	5.39585643475696e-13	0.996031784713892	0.00396821528556832	0.0117826006794643	chr4:15471489-15603180
FGFR2	FGFR2	NA	3.57	2.78	7.88	6.88	1.487734665	0.999226745016419	0.000773254701266214	2.82315010917356e-10	0.998388410743613	chr10:123237848-123357972
LRP6	LRP6	NA	2.57	11.53	8.98	6.54	2.049292936	0.999732498043487	0.00026750195651245	2.95223692436656e-16	0.939860672934486	chr12:12268959-12419946
FGF10	FGF10	NA	76.67	48.16	52.36	57.62	1.572354863	0.844804719074819	0.151817819420659	0.00337746150452273	0.998100204574398	chr5:44303646-44389808
PRKACA	PRKACA	NA	23.04	18.84	17.02	24.52	2.186305328	0.938021725690092	0.0619121221703406	6.61521395674536e-05	0.509738772919346	chr19:14202500-14228896
TEAD2	TEAD2	NA	55.61	31.94	23.59	45.05	1.36727631	0.439293208468433	0.560358296061448	0.000348495470119389	0.127947304890329	chr19:49843852-49865714
CELSR1	CELSR1	NA	0.63	5.29	1.54	0.73	1.820343248	0.999974707395631	2.52926043688175e-05	4.66453046249287e-18	0.0338783729154016	chr22:46756731-46933067
PAX2	PAX2	NA	30.37	12.51	15.72	14.99	2.255772827	0.283708130633301	0.715109354267476	0.00118251509922285	0.999803284736917	chr10:102505468-102589698
TULP3	TULP3	NA	69.51	69.42	78.27	59.03	0.366330009	0.000563387578049963	0.968016295118085	0.0314203173038651	0.0552580396922524	chr12:3000053-3050306
LRP2	LRP2	NA	99.42	49.98	68.81	85.54	1.64854975	0.999999999998351	1.6490626618931e-12	3.40818901323809e-43	0.176273197630961	chr2:169983619-170219195
GRHL2	GRHL2	NA	26.73	9.05	5.05	5.39	2.027973522	0.999661581286025	0.000338418527667785	1.86307034300916e-10	0.35169080852921	chr8:102504660-102681954
TMED2	TMED2	NA	44.54	42.6	28.27	32.71	1.334918336	0.784104212559935	0.207818944533902	0.00807684290616264	0.374707815484989	chr12:124069078-124083116
KDM2B	KDM2B	NA	1.42	1.86	2.02	1.26	3.946788572	0.998872244637559	0.00112775535657326	5.86736144683306e-12	0.441048652825264	chr12:121866900-122018920
TGFB2	TGFB2	NA	50.01	18.29	19.05	27.11	2.715974351	0.983869486167196	0.0161190030240334	1.15108087705211e-05	0.99003818397647	chr1:218519577-218617961
ABL1	ABL1	NA	2.85	6.83	4.4	5.4	1.97483745	0.999678496780562	0.000321503055010454	1.6442776763073e-10	0.91575422429254	chr9:133589333-133763062
CECR2	CECR2	NA	NA	NA	NA	NA	0.900850689	NA	NA	NA	0.0385697050086328	chr22:17840837-18037850
SIX4	SIX4	NA	72.66	14.75	44.64	49.39	2.14370798	0.612519836902868	0.385358568376011	0.00212159472112052	0.442663205472881	chr14:61176246-61191066
HIF1A	HIF1A	NA	39.17	10.82	5.58	13.57	1.438169343	0.989671176996149	0.0103287910226096	3.19812417936049e-08	0.997457006177104	chr14:62162258-62214976
MTHFD1	MTHFD1	NA	75.63	12.87	5.65	19.86	2.343022866	0.661990833555478	0.338008698712899	4.67731622096368e-07	0.0988993641255987	chr14:64854749-64926722
IFT52	IFT52	NA	19.54	33.32	43.68	41.61	-0.484430979	0.00246266199370023	0.978369003595565	0.0191683344107348	0.386520608840295	chr20:42219571-42275936
STK4	STK4	NA	25.56	30.74	34.91	45.58	-0.392848476	0.900726322279568	0.0992646117041331	9.06601629851883e-06	0.631837690650137	chr20:43595115-43708600
SALL4	SALL4	NA	3.73	6.01	16.55	11.97	1.73686652	0.998931396738363	0.00106858809323485	1.51684021273032e-08	0.188577614887518	chr20:50400581-50419059
BMP7	BMP7	NA	21.41	58.01	34.99	48.6	1.748703572	0.97405431700509	0.0259085811499227	3.71018449866949e-05	0.992789544454515	chr20:55743804-55841685
MIB1	MIB1	NA	4.1	1.92	1.38	1.44	3.685879811	4.52161866587818e-37	1.14568768228253e-07	0.999999885431232	0.648560221075092	chr18:19321281-19450918
TSC2	TSC2	NA	0.87	1.11	0.73	0.66	0.879822327	0.999999849176143	1.50823857299059e-07	2.5923031430747e-19	0.62581646638801	chr16:2097466-2138716
FZD3	FZD3	NA	10.3	11.11	9.11	9.23	1.915577525	0.165984726846187	0.833265499965318	0.000749773188495163	0.528936907404436	chr8:28351729-28431775
SFRP1	SFRP1	NA	23.04	35.5	21.14	25.52	1.719386785	0.44223119201642	0.522613067569583	0.035155740413997	0.6572975182663	chr8:41119481-41167016
STK3	STK3	NA	28.93	11.84	26.08	10.31	1.548975267	1.15028506912883e-06	0.540808132361341	0.45919071735359	0.844913260401008	chr8:99466867-99955055
AC011462.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
