pathway_54	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
LAS1L	LAS1L	NA	46.74	11.39	9.76	13.61	2.498836827	0.837649889132685	0.162185688806914	0.000164422060401125	0.049218753297148	chrX:64732462-64754636
CREBBP	CREBBP	NA	1.54	0.36	0.22	0.36	4.271484817	0.999999999995562	4.43823331084085e-12	1.17549457767827e-29	0.997442454029976	chr16:3775055-3930727
CACNA1G	CACNA1G	NA	1.11	0.58	1	0.92	4.762909833	0.999998722751119	1.27724888129905e-06	1.93127674694295e-18	0.364374296907891	chr17:48638429-48704835
CDKL5	CDKL5	NA	15.86	1.18	2.51	2.51	2.896715118	0.994604916658204	0.00539505108152818	3.22602682062411e-08	0.564369159098411	chrX:18443703-18671749
ERCC1	ERCC1	NA	29.16	45.64	50.97	35.82	0.568526383	0.000177824757947468	0.669081323771999	0.330740851470054	0.174373839742273	chr19:45910591-45982086
HHAT	HHAT	NA	52.25	45.81	75.95	61.73	-0.994211445	0.0249939168786532	0.97166292775133	0.00334315537001713	0.140025709431993	chr1:210501596-210849638
POU1F1	POU1F1	NA	56.92	39.15	33.11	49.53	0.128873019	0.542121412077715	0.454107604484674	0.00377098343761088	0.654950345317761	chr3:87308554-87325737
SLC9A7	SLC9A7	NA	19.54	11.98	26.33	14.64	2.060620474	0.920025977500282	0.0799483673732293	2.56551264889991e-05	0.345909346822387	chrX:46464753-46618490
HDAC4	HDAC4	NA	0.61	19.13	8.55	5.32	2.27272369	0.999960968043177	3.90319558564414e-05	9.66390533706851e-13	0.73260204904951	chr2:239969864-240322705
GPKOW	GPKOW	NA	27.69	75.89	78.85	67.6	1.202810971	0.971970941122135	0.0279841580349592	4.49008429054169e-05	0.0329122036074173	chrX:48970334-48980151
KCNAB2	KCNAB2	NA	25.37	31.33	22.86	27.2	2.594436129	0.76772506396046	0.231830046324837	0.000444889714703068	0.387868323523542	chr1:6051526-6161253
KCNQ2	KCNQ2	NA	15.86	9.43	5.91	11.08	4.246094817	0.998458748707029	0.00154124379797044	7.49500049198343e-09	0.174003315170363	chr20:62037542-62103993
