pathway_47	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
BAD	BAD	NA	31.46	77.18	63.17	60.84	0.601608669	0.0180532883591069	0.696170657405482	0.285776054235411	0.361376570597096	chr11:64037302-64052141
KDM1A	KDM1A	NA	25.15	6.43	7.22	10.17	4.362492957	0.9987885788442	0.00121142098518441	1.70615500854024e-10	0.809871919405938	chr1:23345941-23410182
ARX	ARX	NA	NA	NA	NA	NA	2.236680205	0.744995721321673	0.242362424089931	0.0126418545883963	0.408853630081195	chrX:25021811-25034065
PAFAH1B1	PAFAH1B1	NA	26.23	24.05	22.23	28.78	2.436648404	0.999237139452159	0.000762853876406655	6.67143461914805e-09	0.951668079727129	chr17:2496504-2588909
PAX6	PAX6	NA	28.63	15.19	14.25	19.35	3.253694672	0.997391265688161	0.00260870726246934	2.70493696509742e-08	0.995427328555259	chr11:31806340-31839509
TACC3	TACC3	NA	60.76	23.59	25.53	37.11	0.085541541	0.201872207981446	0.797618905485473	0.000508886533081002	0.00156066727755653	chr4:1723227-1746898
UBA6	UBA6	NA	8.9	12.23	7.61	12.07	0.852925906	0.921217638758374	0.0787823595458333	1.69579280175464e-09	0.31833124050274	chr4:68478370-68566897
PHLPP2	PHLPP2	NA	5.56	7.99	6	5.64	-0.158391262	0.929618117324813	0.0703818763896423	6.28554502304779e-09	0.318019606507426	chr16:71671739-71758604
SYNE2	SYNE2	NA	99.63	98.88	98.8	99.35	-0.088915951	3.09507656900513e-08	0.999999969049234	8.97407404534496e-31	0.091751196499109	chr14:64319683-64693165
ATP2B4	ATP2B4	NA	11.51	15.72	19.32	7.11	1.996897285	0.870473570226887	0.129526399253483	3.05196302284852e-08	0.129216878727219	chr1:203595689-203713209
CDON	CDON	NA	88.16	21.05	10.03	27.63	0.808925837	3.35015195839817e-12	0.874647448125603	0.125352551871047	0.175863279473767	chr11:125825691-125933230
ASPM	ASPM	NA	96.74	25.61	71.49	82.04	0.064345882	7.27761182751378e-20	0.999999984112436	1.58875641274368e-08	0.161871431698402	chr1:197053258-197115824
RHOA	RHOA	NA	52.85	47.25	46.59	49.35	NA	0.790704902024026	0.201860766208987	0.00743433176698703	0.809851823712074	chr3:49396578-49449635
LRP6	LRP6	NA	2.57	11.53	8.98	6.54	2.049292936	0.999732498043487	0.00026750195651245	2.95223692436656e-16	0.939860672934486	chr12:12268959-12419946
CSNK2A2	CSNK2A2	NA	51.04	53.93	50.91	53.17	2.730502774	0.998362086371309	0.00163787066844705	4.29602436971605e-08	0.772493049315706	chr16:58191811-58231824
EIF2B3	EIF2B3	NA	45.13	73.36	75.02	62.49	0.538515218	0.907840543427211	0.0921225223664097	3.69342063789637e-05	0.534264388254654	chr1:45316450-45452282
NDE1	NDE1	NA	11.77	20.63	23.02	15.57	-0.125390622	0.138678595415015	0.856197078327675	0.00512432625731051	0.209270180005283	chr16:15737124-15820210
XRCC1	XRCC1	NA	66.27	91.28	94.5	93.1	-0.667959972	1.37543393728853e-06	0.987249410194654	0.0127492143714084	0.147793973086684	chr19:44047192-44084625
SEMA3A	SEMA3A	NA	73.68	63.3	75.48	71.33	0.927823156	0.998503742479981	0.00149625723452986	2.85488790203688e-10	0.980040576017197	chr7:83585093-84122040
WDR62	WDR62	NA	82.18	46.38	45.11	81.75	0.948199589	8.56351262561913e-12	0.991063099796561	0.00893690019487592	0.100440318410549	chr19:36545783-36596005
XAB2	XAB2	NA	4.48	7.14	4.24	5.51	3.211365561	0.998080207061905	0.00191979241385809	5.24236482295429e-10	0.164912516425468	chr19:7684411-7694451
DCX	DCX	NA	46.2	34.91	17.16	20.56	2.554154064	0.827319613085434	0.171729574935901	0.000950811978664931	0.971869047011176	chrX:110537007-110655603
PSEN1	PSEN1	NA	30.37	30.79	42.81	40.8	1.485089614	0.995825222942184	0.00417435598752699	4.21070289290642e-07	0.926333030803085	chr14:73603126-73690399
GSK3B	GSK3B	NA	32.94	23.35	20.51	32.08	1.897126463	0.997210745139451	0.0027892230149021	3.18456469207427e-08	0.996775896715384	chr3:119540170-119813264
NCOA1	NCOA1	NA	1.39	0.83	0.98	1.09	1.756503223	0.999821077154294	0.000178922845379131	3.26734267728643e-13	0.962578735028575	chr2:24714801-24993571
