pathway_10	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
CACNG3	CACNG3	NA	44.54	17.86	16.82	20.57	3.100257523	0.982644675105931	0.0173415458441841	1.37790498847309e-05	0.359779224743782	chr16:24266874-24374122
CAMK2B	CAMK2B	NA	17.16	29.09	19.5	25.74	2.998765274	0.633764568815795	0.366220647284072	1.47839001324734e-05	0.49071583705301	chr7:44256749-44365255
CAMK2A	CAMK2A	NA	20.26	13.32	15.17	15.69	3.823077481	0.999809613077424	0.000190386695833524	2.26742453617532e-10	0.795225095807155	chr5:149599054-149669854
NSF	NSF	NA	NA	NA	NA	NA	3.541909815	0.591169100070909	0.408310808260542	0.00052009166854899	0.875216187479529	chr17:44668035-44834830
CACNG4	CACNG4	NA	40.16	33.05	23.75	38.56	2.783443198	0.169939852927706	0.813368605327496	0.0166915417447978	0.127367031727225	chr17:64961026-65029514
DLG1	DLG1	NA	76.41	32	39.95	31.81	2.203939232	0.999944357121679	5.56428783022644e-05	1.89901537400217e-14	0.817144991760623	chr3:196769431-197026171
EPB41L1	EPB41L1	NA	14.15	5.82	11.72	9.28	2.435748976	0.988866707184411	0.0111332543790931	3.84364961427281e-08	0.527475951146236	chr20:34679426-34820721
PICK1	PICK1	NA	12.24	18.75	13.24	13.95	2.413608946	0.799809980988476	0.199897639595913	0.000292379415611437	0.328130305105109	chr22:38452318-38471708
GRIA2	GRIA2	NA	12.88	13.93	10.79	10.72	2.747750912	0.997638510555749	0.00236148515117674	4.29307374922646e-09	0.842722300029368	chr4:158141055-158287227
GRIA3	GRIA3	NA	45.13	7.4	6.36	14.94	3.272010923	0.997118826032558	0.0028811395001965	3.44672454376005e-08	0.935818586455779	chrX:122318006-122624766
PRKCG	PRKCG	NA	14.5	19.96	13.03	15.16	3.834255691	0.999514910794451	0.000485088757624878	4.47923856591264e-10	0.317280568194754	chr19:54382444-54410906
DLG4	DLG4	ambiguous_previous	15.76	8.47	6.06	8.63	3.96948098	0.988512380410048	0.0114876111914015	8.39855080769537e-09	0.305379093508365	chr17:7093209-7123021
MDM2	MDM2	NA	21.2	31.25	15.37	24.22	1.669482017	0.991160214164184	0.00883925246351809	5.33372298189942e-07	0.989314418829833	chr12:69201956-69239214
CACNG8	CACNG8	NA	NA	52.85	41.61	36.42	NA	NA	NA	NA	0.0191464048056915	chr19:54466294-54493469
GRIP2	GRIP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAMK2D	CAMK2D	NA	55.22	16.12	14.42	18.02	2.464122781	0.0344985885220751	0.965082530501309	0.000418880976615414	0.555048733540076	chr4:114372188-114683083
CAMK2G	CAMK2G	NA	19.31	11.98	10.76	12.55	3.035674312	0.985017913094622	0.0149820072398398	7.9665538408125e-08	0.971266871594127	chr10:75572259-75634343
GRIA4	GRIA4	NA	7.05	3.81	3.06	3.72	2.874916608	0.992513920717596	0.00748607634014556	2.94225808469181e-09	0.884976678898511	chr11:105480721-105852819
PRKCA	PRKCA	NA	30.7	8.69	4.96	7.87	2.790277053	0.971623366108322	0.0283765559852485	7.79064293246386e-08	0.893842252426799	chr17:64298944-64806861
GRIA1	GRIA1	NA	5.79	2.09	2.67	2.76	3.478340103	0.99839476477184	0.00160523355346231	1.67469781211958e-09	0.858338775596256	chr5:152870106-153193429
GRIP1	GRIP1	NA	20.86	18.32	17.07	12.15	1.776034843	0.922515362767585	0.077484629200243	8.0321719138469e-09	0.435977011233438	chr12:66741211-67197966
TSPAN7	TSPAN7	NA	47.79	57.4	41.27	42.16	0.900446257	0.854669190445761	0.142484814592395	0.00284599496184426	0.454568475902293	chrX:38420623-38548167
PRKCB	PRKCB	NA	12.24	11.1	7.57	7.74	3.677088093	0.999769126149324	0.000230873487992084	3.62683864955953e-10	0.726314256408301	chr16:23847322-24231932
CACNG2	CACNG2	NA	41.25	28.85	43.61	47.33	3.238183861	0.947319386259695	0.0524652579135539	0.000215355826751013	0.535579837759855	chr22:36959968-37099603
AKAP5	AKAP5	NA	86.08	60.85	65.98	78.58	0.743910541	0.829593748112958	0.166091295414064	0.00431495647297822	0.0288093414996305	chr14:64932217-64941221
MYO6	MYO6	NA	28.26	4.76	4.05	15.61	0.96060008	0.206130593305175	0.793869405322839	1.37198615337533e-09	0.740157538864891	chr6:76458909-76629254
AP2A1	AP2A1	NA	3.78	9.99	16.25	7.45	4.035267115	0.99991672647338	8.32734963725816e-05	3.02473484418644e-11	0.216585171421291	chr19:50270225-50310369
