pathway_46	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
PLXND1	PLXND1	NA	4.88	81.19	94.06	84.75	3.465864256	0.999922416204609	7.75837953822723e-05	8.63521640449248e-15	0.109444337876746	chr3:129274018-129325661
NRXN3	NRXN3	NA	3.27	1.46	1.03	1.04	3.017802589	0.999600036206918	0.00039996351316654	2.79915272201211e-10	0.999470408098367	chr14:78744986-80330762
GABRA1	GABRA1	NA	24	18.32	19.82	23.91	2.785751568	0.944595908788091	0.055354231823359	4.98593885496302e-05	0.663889146549651	chr5:161274197-161326975
MUSK	MUSK	NA	80.34	39.5	77.12	68.85	0.389016609	0.102380561937794	0.897545811561566	7.36265006392833e-05	0.766648270434868	chr9:113431051-113563859
CDH1	CDH1	NA	7.52	18.9	16.15	12.4	1.715805665	0.172982365785718	0.826877310796394	0.000140323417887444	0.998372534193475	chr16:68771128-68869451
NTN1	NTN1	NA	17.03	26.06	37.34	41.69	3.079728996	0.964481803527919	0.0354374963929423	8.07000791383227e-05	0.940258305052734	chr17:8924859-9147317
SDK2	SDK2	NA	0.98	95.18	92.37	92.48	0.484546363	0.985597147893464	0.0144028521015727	4.96302816562394e-12	0.207253642363383	chr17:71330523-71640228
VPS35	VPS35	NA	15.12	8.33	7.08	10.92	2.273569885	0.980306375943484	0.0196935924615161	3.15949998237713e-08	0.637218809142094	chr16:46690054-46723104
ADGRL1	ADGRL1	NA	0.8	2.03	0.99	1.49	4.200498453	0.999999098701872	9.01298127425534e-07	9.97168718884253e-17	0.155393815224007	chr19:14260750-14316999
ADD2	ADD2	NA	34.95	16.52	15.57	37.84	1.39902729	0.997763307715022	0.00223668852440316	3.76057463377197e-09	0.191898862665049	chr2:70883916-70995344
GPC4	GPC4	NA	48.35	30.92	22.49	14.2	1.345246202	0.984889579624137	0.0151006160057829	9.80437008003143e-06	0.466713814563776	chrX:132434131-132549518
MEF2C	MEF2C	NA	58	19.91	18.97	22.91	4.047109006	0.00241500594116064	0.977894504675719	0.0196904893831202	0.999766119822176	chr5:88013975-88199922
PCDHB4	PCDHB4	NA	87.72	91.19	86.82	84.96	1.707507561	NA	NA	NA	0.014934775108346	chr5:140501581-140505201
ACHE	ACHE	NA	18.14	21.54	22.98	23.75	2.834447191	0.994659630624216	0.00533960109123831	7.68284545265849e-07	0.455026425300217	chr7:100487615-100494222
