pathway_34	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
DLG1	DLG1	NA	76.41	32	39.95	31.81	2.203939232	0.999944357121679	5.56428783022644e-05	1.89901537400217e-14	0.817144991760623	chr3:196769431-197026171
OPHN1	OPHN1	NA	80.2	43.49	50.59	65.68	1.496226343	0.998859701859205	0.00114028037117377	1.77696213686859e-08	0.210927261950947	chrX:67262186-67653647
DLG3	DLG3	ambiguous_previous	35.99	5.18	10.06	13.31	2.988699424	0.999070193835203	0.000929795358591936	1.08062052953863e-08	0.532941322298386	chrX:69664711-69725337
ZMYND8	ZMYND8	NA	3.98	1.49	0.95	1.55	2.615892428	0.999987667414287	1.23325856543569e-05	5.83888125822623e-14	0.239093041710567	chr20:45837859-45985567
CBLN1	CBLN1	NA	54.63	65.01	48.21	57.14	2.573980193	0.801224619061198	0.192294405368787	0.00648097557001506	0.300515651911382	chr16:49311828-49315742
PTPRS	PTPRS	NA	0.1	0.69	0.36	0.3	3.760901502	0.978108004721024	0.0218919952761604	2.81525573432132e-12	0.0386657271776073	chr19:5205519-5340814
MPP2	MPP2	NA	8	12.03	13.17	13.03	1.963686203	0.00129031591702553	0.988645490472261	0.010064193610713	0.0890919936265391	chr17:41952725-41987068
NRXN2	NRXN2	NA	1.43	1.43	0.66	0.81	3.533980193	0.99990509289741	9.49071022456795e-05	3.44590963731585e-13	0.258657073661554	chr11:64373646-64490660
CRIPT	CRIPT	NA	44.54	48.28	46.79	52.71	NA	0.0931078021112285	0.747549186035867	0.159343011852904	0.545974536502216	chr2:46844290-46852881
LRFN1	LRFN1	NA	NA	5.99	12.77	9.8	4.612620336	0.95311948313533	0.0467195818012488	0.000160935063420804	0.061207448498387	chr19:39797208-39805976
LRRC4	LRRC4	NA	36.17	11.34	11.85	10.88	2.391299539	0.966318634475919	0.0336106204305662	7.07450935151255e-05	0.462195654130218	chr7:127667124-127672160
LILRB2	LILRB2	NA	99.09	99.54	99.44	99.52	-1.49134413	9.91188649177991e-05	0.983685422747348	0.0162154583877346	0.00096730461048306	chr19:54777675-54785039
LRRC4B	LRRC4B	NA	27.69	7.18	6.98	6.68	5.225984549	0.655127018355299	0.337958024670832	0.00691495697386958	0.0515537930690054	chr19:51020149-51071302
NTRK3	NTRK3	NA	1.76	5.9	3.5	3.21	1.577506006	0.942412108350608	0.05758743529294	4.56356452049726e-07	0.776158689917189	chr15:88418230-88799978
TMEM108	TMEM108	NA	4.22	46.88	38.5	37.9	-0.855340742	0.977492340542061	0.0224815313387412	2.61281191980107e-05	0.0527822004415716	chr3:132757235-133116636
LRRTM2	LRRTM2	NA	17.75	11	20.06	9.68	1.972421231	0.978604375076698	0.02137256351847	2.30614048322957e-05	0.782448812638848	chr5:138204612-138211057
DLG2	DLG2	ambiguous_previous	3.04	4.18	2.19	4.53	2.454318256	0.908410673647551	0.0915893238552999	2.49714932697011e-09	0.984926199582008	chr11:83166055-85338314
GRID2	GRID2	NA	11.4	1.37	6.95	4.1	1.27632555	0.999993322640181	6.67735980595055e-06	1.31008980474057e-14	0.889185776104709	chr4:93225550-94695707
PTPRD	PTPRD	NA	0.48	0.56	0.47	0.57	0.766027757	0.999999783527064	2.16472935540704e-07	2.55936222736931e-20	0.999948473799105	chr9:10033718-9938610
SHANK1	SHANK1	NA	NA	NA	NA	NA	3.811392523	0.999999716600502	2.83399497672459e-07	5.95441094883612e-18	0.0166629919214177	chr19:51165084-51222707
SHANK2	SHANK2	NA	NA	NA	NA	NA	NA	0.999808800481752	0.000191199289141162	2.29107256213694e-10	0.132225124509379	chr11:70313961-70963623
LRRTM1	LRRTM1	NA	62	27.89	21.2	53.79	2.936318982	0.940831116051999	0.0588808243906357	0.000288059557365118	0.442620255619501	chr2:80529003-80531874
ARF6	ARF6	NA	42.88	40.02	38.71	42.44	2.748300524	0.605351986041899	0.352292030326794	0.0423559836313067	0.4937815306226	chr14:50359810-50361490
NLGN1	NLGN1	NA	4.19	3.87	7.28	4.49	1.547150141	0.646661615561947	0.353017608852615	0.000320775585437964	0.983139098465058	chr3:173114074-174004434
NLGN2	NLGN2	NA	7.94	9.51	6.77	9.66	3.589010526	0.988775808513975	0.0112194633812741	4.72810475037724e-06	0.211516062460634	chr17:7308193-7323179
CDH2	CDH2	NA	7.52	4.34	5.28	3.71	0.900616326	0.943000066766646	0.056999488541342	4.4469201157078e-07	0.998144482146602	chr18:25530930-25757410
PTEN	PTEN	NA	36.86	42.11	39.15	40.12	2.455472787	0.960964969897069	0.0390142826470458	2.07474558854741e-05	0.999988229173229	chr10:89622870-89731687
LRFN4	LRFN4	NA	NA	44.61	28.38	26	1.612842946	0.930866619886365	0.068707394917246	0.000425985196388637	0.0726200918473371	chr11:66624589-66627946
NRXN1	NRXN1	NA	2.25	2.72	2.28	1.95	4.041988282	0.999950124054954	4.98759449737795e-05	7.18930253230459e-14	0.995179441352625	chr2:50145643-51259674
RELN	RELN	NA	1.46	3.37	4.33	3.25	1.801081941	0.999999999999987	1.33853342978018e-14	5.84877270586394e-40	0.989553229855465	chr7:103112231-103629963
IL1RAP	IL1RAP	NA	16.53	18.64	30.25	23.5	1.452356937	0.773091190266621	0.226492641388288	0.000416168345090488	0.259059559237447	chr3:190231840-190375843
SYNGAP1	SYNGAP1	NA	6.23	1.6	1.36	2.23	5.50652863	0.999993301784444	6.69821554270969e-06	1.3200792986554e-14	0.418988174717978	chr6:33387847-33421466
SHANK3	SHANK3	NA	NA	NA	NA	NA	4.714052438	0.999915921676604	8.40782924320766e-05	3.09643859042457e-11	0.0592128197215211	chr22:51112843-51171726
