pathway_31	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
PRKCZ	PRKCZ	NA	8.85	8.11	8.25	10.62	1.834987124	0.481730554105594	0.518017342631898	0.000252103262507829	0.349066958463632	chr1:1981909-2116834
RIMS1	RIMS1	NA	3.32	11.63	2.8	2.92	3.037775281	0.655762788866752	0.344237211099226	3.40216169614431e-11	0.665149421862827	chr6:72596406-73112845
SSH1	SSH1	NA	28.31	40.02	32.11	54.24	1.248050606	0.998625970145591	0.0013740287081834	1.14622606992561e-09	0.032917322861149	chr12:109176466-109251366
MTMR2	MTMR2	NA	73.54	62.66	64.32	76.03	1.722676161	0.69923249794491	0.300765894071893	1.60798319730172e-06	0.352025802427517	chr11:95566046-95657459
STX1B	STX1B	NA	41.25	27.08	30.28	32.17	3.010022296	0.918946861052141	0.0809223339865012	0.000130804961357872	0.283101132631084	chr16:31000577-31021949
ZMYND8	ZMYND8	NA	3.98	1.49	0.95	1.55	2.615892428	0.999987667414287	1.23325856543569e-05	5.83888125822623e-14	0.239093041710567	chr20:45837859-45985567
CELF4	CELF4	NA	21.41	10.7	9.57	11.29	3.085951019	0.952124795299741	0.0478682034117819	7.00128847710116e-06	0.865512199557328	chr18:34823010-35146000
CBLN1	CBLN1	NA	54.63	65.01	48.21	57.14	2.573980193	0.801224619061198	0.192294405368787	0.00648097557001506	0.300515651911382	chr16:49311828-49315742
DMPK	DMPK	NA	13.15	37.9	35.94	30.5	0.094378541	0.333105828885844	0.666104189293729	0.000789981820426928	0.106803158794135	chr19:46272975-46285747
STX1A	STX1A	NA	28.63	30.04	32.39	31.7	2.127104167	0.877102218587269	0.122513704606588	0.000384076806142823	0.368093661810562	chr7:73113536-73133989
DVL1	DVL1	NA	6.06	37.98	20.49	20.57	0.627851985	0.0905115733720149	0.907284969698664	0.00220345692932133	0.502065644146611	chr1:1270656-1284730
CUX2	CUX2	NA	1.6	9.06	5.45	4.29	3.144756736	0.999989668129701	1.03318702608684e-05	3.79379248830708e-14	0.397294948434826	chr12:111471828-111788358
RGS4	RGS4	NA	48.12	54.35	56.01	68.37	NA	7.43637086118141e-05	0.481363800106452	0.518561836184936	0.30782934288405	chr1:163038565-163046592
PTK2B	PTK2B	NA	5.19	7.11	2.99	6.29	0.766841459	0.996570673633132	0.00342932634898402	1.78839382709134e-11	0.424632626714574	chr8:27168999-27316903
DLG4	DLG4	ambiguous_previous	15.76	8.47	6.06	8.63	3.96948098	0.988512380410048	0.0114876111914015	8.39855080769537e-09	0.305379093508365	chr17:7093209-7123021
EIF4A3	EIF4A3	NA	17.03	16.17	18.06	15.69	3.034846783	0.998063846399013	0.00193608900499577	6.45959915911195e-08	0.250119876515009	chr17:78109013-78120982
SH3GL1	SH3GL1	NA	8	56.54	24.73	43.44	1.466151852	0.164266784177715	0.831986069406366	0.00374714641591889	0.863626309419846	chr19:4360367-4400544
APP	APP	NA	8.8	8.36	5.89	12.07	2.652316839	0.430989473138877	0.569007446692738	3.08016838522064e-06	0.993008957274039	chr21:27252861-27543446
IGSF11	IGSF11	NA	61.91	43.22	40.08	44.53	-0.109091688	0.119815312270074	0.873546802146369	0.00663788558355776	0.183197210935693	chr3:118619404-118864915
TMEM108	TMEM108	NA	4.22	46.88	38.5	37.9	-0.855340742	0.977492340542061	0.0224815313387412	2.61281191980107e-05	0.0527822004415716	chr3:132757235-133116636
NLGN4X	NLGN4X	NA	11.18	4.88	3.85	2.81	3.508693202	0.980867563013359	0.0191149245526369	1.75124340041702e-05	0.0442997896815417	chrX:5808067-6146904
WNT7A	WNT7A	NA	15.62	12.49	12.69	12.31	2.727203028	0.765751915880841	0.232036480268958	0.00221160385020168	0.398025421699506	chr3:13857755-13921618
SHANK1	SHANK1	NA	NA	NA	NA	NA	3.811392523	0.999999716600502	2.83399497672459e-07	5.95441094883612e-18	0.0166629919214177	chr19:51165084-51222707
SHANK2	SHANK2	NA	NA	NA	NA	NA	NA	0.999808800481752	0.000191199289141162	2.29107256213694e-10	0.132225124509379	chr11:70313961-70963623
NETO1	NETO1	NA	86.71	21.9	30.32	49.92	1.673637636	0.979169420465218	0.0208296934176725	8.86117109958008e-07	0.274136560517342	chr18:70409549-70535184
CHRFAM7A	CHRFAM7A	NA	NA	NA	NA	NA	3.438301388	0.876043418436953	0.122071815288372	0.00188476627467451	0.105656151071389	chr15:30653443-30686052
CACNB3	CACNB3	NA	13.45	11.44	23.44	15.78	1.687012911	0.791282366142289	0.208650944015656	6.66898420550524e-05	0.375624905964273	chr12:49208234-49222724
ADRB2	ADRB2	NA	77.06	51.35	29.56	61.07	1.20256693	0.455500824993228	0.51238789177314	0.0321112832336313	0.766324239351333	chr5:148206156-148208196
NLGN1	NLGN1	NA	4.19	3.87	7.28	4.49	1.547150141	0.646661615561947	0.353017608852615	0.000320775585437964	0.983139098465058	chr3:173114074-174004434
NLGN2	NLGN2	NA	7.94	9.51	6.77	9.66	3.589010526	0.988775808513975	0.0112194633812741	4.72810475037724e-06	0.211516062460634	chr17:7308193-7323179
PTEN	PTEN	NA	36.86	42.11	39.15	40.12	2.455472787	0.960964969897069	0.0390142826470458	2.07474558854741e-05	0.999988229173229	chr10:89622870-89731687
CHRNA7	CHRNA7	NA	NA	51.84	57.58	55.65	2.95971033	NA	NA	NA	0.168515318758735	chr15:32322691-32464722
BAIAP2	BAIAP2	NA	4.22	7.66	9.75	5.6	2.595286472	0.926028336489408	0.0739506439642558	2.10195463364206e-05	0.184038679279374	chr17:79008950-79091232
RIMS2	RIMS2	NA	18.28	11.45	54.44	20.6	1.032817021	0.999984143216421	1.58567835791735e-05	3.65330403287303e-17	0.58962496156792	chr8:104512976-105268322
GRIN1	GRIN1	NA	6.72	3.31	4.67	4.09	5.971225911	0.928695746564368	0.0713034691937774	7.8424185492576e-07	0.134172600913594	chr9:140032842-140063207
NRXN1	NRXN1	NA	2.25	2.72	2.28	1.95	4.041988282	0.999950124054954	4.98759449737795e-05	7.18930253230459e-14	0.995179441352625	chr2:50145643-51259674
NPY2R	NPY2R	NA	18.59	29.93	29.78	31.99	0.825210944	0.528154767076317	0.452648215901865	0.0191970170218181	0.193791182488454	chr4:156129781-156138230
LRRK2	LRRK2	NA	6.51	2.01	6.56	2.7	2.237793256	1.3942000466738e-12	0.999999997117293	2.88131237245603e-09	0.540464991369161	chr12:40590546-40763083
RELN	RELN	NA	1.46	3.37	4.33	3.25	1.801081941	0.999999999999987	1.33853342978018e-14	5.84877270586394e-40	0.989553229855465	chr7:103112231-103629963
NLGN3	NLGN3	NA	20.54	5.47	3.7	5.92	3.688450198	0.865487844940484	0.134024929581499	0.000487225478016838	0.634479168919147	chrX:70364681-70391051
MIR30B	MIR30B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHANK3	SHANK3	NA	NA	NA	NA	NA	4.714052438	0.999915921676604	8.40782924320766e-05	3.09643859042457e-11	0.0592128197215211	chr22:51112843-51171726
AC093525.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S1PR2	S1PR2	NA	26.73	44.68	29.08	57.79	1.316111236	0.427528776414178	0.533640966153093	0.038830257432729	0.0399994796654063	chr19:10334520-10341962
