pathway_48	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
CACNA1G	CACNA1G	NA	1.11	0.58	1	0.92	4.762909833	0.999998722751119	1.27724888129905e-06	1.93127674694295e-18	0.364374296907891	chr17:48638429-48704835
SCN4A	SCN4A	NA	13.68	14.6	49.26	82.58	2.954155447	0.592172481930675	0.407827482562052	3.55072736378408e-08	0.296782734999009	chr17:62015914-62050278
ATP1A2	ATP1A2	NA	4.43	3.79	2.17	3.78	4.537008244	0.996439605683741	0.00356039383758425	4.78674528128443e-10	0.330286807237271	chr1:160085563-160113381
KCNH2	KCNH2	NA	3.81	13.21	20.4	20.31	3.561511951	0.990898225019553	0.00910165904029137	1.15940156042821e-07	0.688011456801849	chr7:150642049-150675403
PTPN3	PTPN3	NA	6.07	10.6	17.68	29.49	0.399543096	0.0225460848788055	0.977453645184172	2.69937021998166e-07	0.888079598857748	chr9:112137974-112260590
HCN2	HCN2	NA	NA	5.51	2.5	3.45	4.567899203	0.943821442812579	0.0561269246903008	5.1632497120478e-05	0.0160861872818062	chr19:589893-617159
CACNA1I	CACNA1I	NA	11.55	6.45	3.96	3.22	5.362811663	0.999998309704038	1.6902959618148e-06	1.88869881803598e-17	0.072607480277838	chr22:39966758-40085742
SCN1B	SCN1B	NA	83.25	33.48	24.12	39.07	1.303738399	0.183600414363882	0.754852230020526	0.0615473556155914	0.115765120859269	chr19:35521588-35531352
RANGRF	RANGRF	NA	38.58	49.77	44.18	47.8	2.311453015	0.0829595722106232	0.863043837718612	0.053996590070765	0.112854675944327	chr17:8191815-8193410
KCNJ2	KCNJ2	NA	18.44	14.19	10.69	14.85	2.001585924	0.950258360897155	0.0495550630087712	0.000186576094073976	0.470888847681074	chr17:68164814-68176189
YWHAH	YWHAH	NA	47.79	46	37.02	35.29	1.722283482	0.52824958124624	0.452566760343852	0.0191836584099083	0.465802488394538	chr22:32340447-32353590
TRPM4	TRPM4	NA	6.39	32.19	28.05	14.07	2.310684941	1.95029209687826e-16	0.161684011701722	0.838315988298277	0.0326541570622437	chr19:49660998-49715093
SCN2A	SCN2A	NA	1.77	1.4	1.05	2.79	5.325529995	0.999999931333344	6.86666554869265e-08	3.81332820677593e-20	0.875445786473717	chr2:166095912-166248818
SCN7A	SCN7A	NA	88.57	92.34	97.08	79.28	-0.510061356	6.08282510671193e-13	0.543755673222232	0.45624432677716	0.0301195685925235	chr2:167260083-167350757
HCN4	HCN4	NA	NA	20.26	7.35	32.21	3.135031715	0.457157085021653	0.542538718258688	0.000304196719658622	0.275095311446944	chr15:73612200-73661605
SCN1A	SCN1A	NA	4.03	3.49	2.38	5.08	3.799122695	0.999999994566114	5.43388588504053e-09	7.90512739066327e-23	0.67998024920349	chr2:166845670-166930149
ANK2	ANK2	NA	0.41	1.19	0.7	0.78	2.164661678	0.999999999997719	2.28115371092213e-12	7.88110776818504e-34	0.349930419827708	chr4:113739265-114304896
SCN2B	SCN2B	NA	24	40.86	42.29	55.45	0.191008002	0.432770978943656	0.529746984344709	0.0374820367116343	0.193639819966619	chr11:118032666-118047388
CACNA1C	CACNA1C	NA	1.57	2.65	3.51	1.56	6.032544634	0.999999825073852	1.74926148017462e-07	3.08169620210201e-21	0.702781937177709	chr12:2079952-2802108
ANK3	ANK3	NA	0.34	0.21	0.07	0.16	2.179197705	0.999999999999973	2.72478103816717e-14	9.73989713283464e-36	0.919303788356508	chr10:61786056-62493248
SCN3A	SCN3A	NA	0.97	0.82	0.83	1.11	4.362162498	0.999999987561123	1.24388774757614e-08	2.93706653280326e-21	0.861375518947093	chr2:165944032-166060577
CACNA2D1	CACNA2D1	NA	13.58	8.39	12.56	10.58	3.036590332	0.999993141664058	6.85833594201981e-06	1.15841660410504e-16	0.58658944509603	chr7:81575760-82073114
CACNA1D	CACNA1D	NA	0.32	1.2	0.39	0.43	3.967138042	0.999999999662795	3.37204495088346e-10	7.50945451416895e-28	0.678487803745717	chr3:53528683-53847760
SLMAP	SLMAP	NA	6.17	5.5	7.48	3.04	1.394075943	0.99948239232283	0.000517607655689585	2.14806540541845e-11	0.659663583854469	chr3:57741957-57914895
CACNB2	CACNB2	NA	14.78	63.18	73.81	75.97	0.794344182	0.00413991642890562	0.993948100799317	0.00191198277177774	0.445418010912675	chr10:18429606-18830798
SCN3B	SCN3B	NA	33.97	39.29	35.29	34.1	0.985625054	0.694244353225889	0.300958675301303	0.00479697147280799	0.570878832685195	chr11:123499897-123525952
SCN11A	SCN11A	NA	2.14	1.93	2.51	5.82	0.343458822	1.15181867519856e-16	0.954261157205097	0.045738842794903	0.0320444267852087	chr3:38887260-38992052
SCN9A	SCN9A	NA	73.63	30.49	63.31	75.86	-0.010544475	5.67355632616921e-10	0.99945925485977	0.000540744572873917	0.492146993998032	chr2:167051695-167232503
SCN4B	SCN4B	NA	27.42	60.07	46.13	52.56	0.869488239	0.00754958801947287	0.750020384146873	0.242430027833654	0.070499812261828	chr11:118004092-118023603
