pathway_66	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
NADK	NADK	NA	45.36	25.4	57.93	33.82	2.359862424	0.0182685895075977	0.976425168893734	0.00530624159866809	0.0298578649510387	chr1:1682671-1711508
CYB561	CYB561	NA	20.26	66.63	65.73	63.49	0.797540918	0.909745130202865	0.0894184526670842	0.000836417130051171	0.036855422176521	chr17:61509665-61523739
BTK	BTK	NA	44.89	25	28.85	21.75	2.793889974	0.999092373961948	0.00090761584934716	1.01887045112928e-08	0.867331977629882	chrX:100604435-100641183
TACC3	TACC3	NA	60.76	23.59	25.53	37.11	0.085541541	0.201872207981446	0.797618905485473	0.000508886533081002	0.00156066727755653	chr4:1723227-1746898
CELF2	CELF2	NA	26.53	15.34	11.43	13.3	3.140088837	0.997685292059465	0.00231460809103578	9.98494990978018e-08	0.969616641129816	chr10:11047259-11378674
FOXN3	FOXN3	NA	29.31	37.23	28.03	25.69	0.862221608	0.876443987852035	0.123166511628423	0.000389500519541971	0.734929366141453	chr14:89591215-90085493
ZC3H11A	ZC3H11A	NA	30.74	16.61	11.39	19.4	1.015687793	0.999696997116031	0.000303002741648016	1.42320980548912e-10	0.178132855966262	chr1:203764782-203823252
AP3D1	AP3D1	NA	1.24	1.76	4.61	2.58	3.435049344	0.466680863238067	0.53331866194042	4.74821513354619e-07	0.0550989431320179	chr19:2100993-2151565
SMARCD1	SMARCD1	NA	41.64	24.35	18.06	25.82	2.659346342	0.998852291881598	0.0011477044654897	3.6529128260205e-09	0.482397971929277	chr12:50478755-50494495
LRRC40	LRRC40	NA	82.83	90.5	88.71	94.15	-0.27986519	4.0235845822422e-17	0.00257752936428672	0.997422470635713	0.401127750068001	chr1:70610488-70671303
FGFR3	FGFR3	NA	1.64	50.24	21.79	18.55	1.808365164	0.147206286600285	0.852603098312092	0.000190615087622895	0.776648495062062	chr4:1795034-1810599
GNB5	GNB5	NA	18.72	14.92	26.74	24.43	0.252737033	0.00398344235362838	0.986218067827232	0.00979848981914004	0.232262365797891	chr15:52413117-52483566
AFF4	AFF4	NA	19.8	5.45	5.24	15.44	3.153896196	0.999989273504238	1.07264957204086e-05	4.15648752441486e-14	0.608388604356666	chr5:132211071-132299326
FRY	FRY	NA	0.75	0.11	0.13	0.2	4.771596467	0.999999999999806	1.93725851486984e-13	1.94041663779103e-36	0.451938769087032	chr13:32605437-32870794
SLC25A3	SLC25A3	NA	17.03	11.49	15.02	12.03	0.85949014	0.22117123647739	0.768859635662541	0.00996912786006887	0.56467928757613	chr12:98987369-98995775
