pathway_4	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
SLC2A3	SLC2A3	NA	83.36	87.6	87.89	87.67	2.00579132	0.779788074926175	0.21982971377721	0.000382211296614973	0.0170442817709681	chr12:8071826-8088871
OPRK1	OPRK1	NA	33.2	25.98	17.35	10.79	1.322537203	0.312363125728484	0.666449613822126	0.0211872604493904	0.281739403878522	chr8:54138284-54164257
PTPN4	PTPN4	NA	52.15	17.22	21.1	28.53	2.068523825	0.999984984581571	1.50154184248121e-05	3.86132740590553e-15	0.470747224109668	chr2:120517207-120741394
FKBP5	FKBP5	NA	51.92	36.4	40.85	51.44	0.302232531	0.766572022500035	0.232976735841529	0.000451241658436236	0.260198324391569	chr6:35541362-35696360
MET	MET	NA	23.73	23.48	22.66	24.78	1.497900067	0.980847762149049	0.0191522376065736	2.44377528679195e-10	0.987477755403001	chr7:116312444-116438440
OPRM1	OPRM1	NA	97.43	96.86	97.3	95.39	-0.560768212	2.36350668324082e-05	0.713170043077528	0.286806321855639	0.901469633314784	chr6:154331631-154568001
HDAC1	HDAC1	NA	14.97	15.87	17.4	16.53	2.808681795	0.87890969591925	0.12107506982148	1.52342592701113e-05	0.99956677895988	chr1:32757687-32799236
CREB1	CREB1	NA	59.76	34.72	32.02	33.68	2.24259804	0.953415773363096	0.046551960578516	3.22660583882908e-05	0.999813577373813	chr2:208394461-208468155
GRIA2	GRIA2	NA	12.88	13.93	10.79	10.72	2.747750912	0.997638510555749	0.00236148515117674	4.29307374922646e-09	0.842722300029368	chr4:158141055-158287227
TRPC3	TRPC3	NA	5.41	9.96	15.22	6.97	2.826766449	0.00101645500599471	0.996062486924267	0.00292105806973804	0.716116847691892	chr4:122800182-122872909
GPRIN1	GPRIN1	NA	64.92	28.35	44.3	15.43	1.493588897	0.721670109534508	0.277575944737139	0.000753945728352866	0.00523357770960222	chr5:176022803-176037134
SIN3A	SIN3A	NA	4.27	2.11	1.44	2.13	3.574443388	0.999999696683094	3.03316905643811e-07	3.47214989869519e-17	0.74233107600837	chr15:75661720-75748183
GRIN2A	GRIN2A	NA	3.89	0.77	1.17	0.83	4.240017283	0.998910618505245	0.00108938084384376	6.50911378285049e-10	0.560581535500693	chr16:10031816-9984957
PTPN1	PTPN1	NA	29.16	40.76	23.93	26.1	1.372017491	0.969213295125945	0.0307843762667724	2.32860728294518e-06	0.713424587563139	chr20:49126891-49201299
HDAC2	HDAC2	NA	44.54	37.61	29.29	36	2.993122591	0.998759636364657	0.00124034182206941	2.18132732634065e-08	0.99800007908323	chr6:114254192-114332472
GRIN2B	GRIN2B	NA	1.07	1.06	1.09	1.83	5.334038957	0.999983751088803	1.62489106316848e-05	5.64911303689279e-13	0.628804110766064	chr12:13693165-14133053
