pathway_75	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
TEAD3	TEAD3	NA	45.13	61.88	72.24	40.83	NA	NA	NA	NA	0.248029593085992	chr6:35441374-35464853
TEAD2	TEAD2	NA	55.61	31.94	23.59	45.05	1.36727631	0.439293208468433	0.560358296061448	0.000348495470119389	0.127947304890329	chr19:49843852-49865714
PRMT5	PRMT5	NA	19.54	6.48	8.19	9.81	2.935699545	0.997261334378138	0.00273865945936698	6.16249513457734e-09	0.865531844043057	chr14:23389720-23398794
STK3	STK3	NA	28.93	11.84	26.08	10.31	1.548975267	1.15028506912883e-06	0.540808132361341	0.45919071735359	0.844913260401008	chr8:99466867-99955055
HDAC1	HDAC1	NA	14.97	15.87	17.4	16.53	2.808681795	0.87890969591925	0.12107506982148	1.52342592701113e-05	0.99956677895988	chr1:32757687-32799236
SATB2	SATB2	NA	10.65	5	5.29	7.1	3.710008123	0.999106203054569	0.000893787130928216	9.81450255596803e-09	0.973895350777082	chr2:200134223-200335989
LATS1	LATS1	NA	52.28	6.61	6.22	21.47	1.712936622	0.999761203960586	0.000238796023292188	1.61215971375242e-11	0.6538367093103	chr6:149979289-150039392
SKIL	SKIL	NA	30.7	33.53	39.85	36.12	-0.048770957	0.325274647138367	0.673884467722432	0.000840885139200089	0.245771196910467	chr3:170075503-170114623
LATS2	LATS2	NA	74.71	45.78	30.15	63.06	2.979542681	0.941385419864031	0.058612222090728	2.35804524059064e-06	0.295546127146315	chr13:21547171-21635686
MERTK	MERTK	NA	88.89	51.36	50.82	61.8	0.642197134	6.85867508459746e-07	0.998541828414476	0.00145748571801513	0.0541107503672681	chr2:112656056-112787138
SKI	SKI	NA	NA	22.09	6.76	11.38	2.052728875	0.974511598843865	0.0254528927516144	3.5508404521026e-05	0.223175636192959	chr1:2160134-2241558
ING2	ING2	ambiguous_previous	46.2	26.67	42.67	29.67	2.062001763	0.251056525639665	0.714580953820404	0.0343625205399304	0.396664785264957	chr4:184426147-184432249
MECP2	MECP2	NA	10.46	71.3	32.4	55.62	0.087268359	0.662797570148747	0.330749984985133	0.00645244486612075	0.982603095374367	chrX:153287024-153363212
SIN3A	SIN3A	NA	4.27	2.11	1.44	2.13	3.574443388	0.999999696683094	3.03316905643811e-07	3.47214989869519e-17	0.74233107600837	chr15:75661720-75748183
HDAC3	HDAC3	NA	51.4	20.85	22.53	21.21	3.337261273	0.90649724162859	0.093494994333403	7.76403800670945e-06	0.986202861477356	chr5:141000443-141016437
TEAD1	TEAD1	NA	21.2	11.03	14.29	15.01	NA	NA	NA	NA	0.908269939062943	chr11:12695969-12966298
NF1	NF1	NA	0.47	0.25	0.2	0.38	4.909466807	0.999999939046812	6.0953188230174e-08	1.62208325797896e-26	0.993936902824999	chr17:29421945-29708905
TEAD4	TEAD4	NA	74.58	58.78	45.96	49.91	NA	NA	NA	NA	0.177207563031755	chr12:3068496-3149839
