pathway_24	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
MAPK8IP2	MAPK8IP2	NA	NA	NA	NA	NA	2.126027066	0.995725092086828	0.0042744617571706	4.46156001210361e-07	0.0587851444087272	chr22:51039114-51052409
NRXN3	NRXN3	NA	3.27	1.46	1.03	1.04	3.017802589	0.999600036206918	0.00039996351316654	2.79915272201211e-10	0.999470408098367	chr14:78744986-80330762
DRD4	DRD4	NA	NA	NA	NA	NA	0.758852383	5.38306053924956e-06	0.126822267257984	0.873172349681477	0.0154678259650123	chr11:637293-640706
PCM1	PCM1	NA	30.93	41.52	92.91	38.15	-3.66503811	NA	NA	NA	0.335813113503747	chr8:17780349-17885478
BRINP1	BRINP1	NA	9.72	27.9	14.13	16.84	1.348787915	0.998342321421428	0.00165763434340951	4.4235163015646e-08	0.722842705714687	chr9:121928908-122131745
CIC	CIC	NA	0.38	0.69	0.45	0.33	1.992265335	0.999663949114218	0.000336050848723011	3.70588481390172e-11	0.189017776049703	chr19:42772689-42799949
CHD8	CHD8	NA	1.18	1.33	1.25	0.98	4.243238908	0.999999999953806	4.61942225835367e-11	1.44730755976393e-28	0.616080011534144	chr14:21853353-21924239
AVP	AVP	NA	NA	NA	NA	NA	1.186288045	0.184722199782658	0.624940214346457	0.190337585870885	0.229729652732751	chr20:3063202-3065370
OXT	OXT	NA	NA	46.63	52.44	41.98	2.233197947	0.62774120805104	0.336344800730103	0.035913991218857	0.176406372105119	chr20:3052266-3053163
DVL1	DVL1	NA	6.06	37.98	20.49	20.57	0.627851985	0.0905115733720149	0.907284969698664	0.00220345692932133	0.502065644146611	chr1:1270656-1284730
PPP3CB	PPP3CB	NA	42.88	37.05	32.93	40.03	3.115382568	0.999352985330522	0.000647010203551735	4.46592628890404e-09	0.858351217193228	chr10:75196186-75255782
SLC6A4	SLC6A4	NA	18.06	9.32	12.41	12.21	2.321163518	0.725082163194092	0.274887894373417	2.99424324902277e-05	0.84874688912373	chr17:28521337-28563020
NRXN2	NRXN2	NA	1.43	1.43	0.66	0.81	3.533980193	0.99990509289741	9.49071022456795e-05	3.44590963731585e-13	0.258657073661554	chr11:64373646-64490660
NR2E1	NR2E1	NA	35.42	19.35	17.91	18.61	2.939963705	0.985682232951215	0.0143091775390093	8.58950977618701e-06	0.721110093448252	chr6:108487262-108510013
ATXN1	ATXN1	NA	20.94	23.67	8.9	15.7	1.552276396	0.707344997177833	0.291778746168043	0.000876256654123865	0.832563525717594	chr6:16299343-16761721
MKKS	MKKS	NA	74.58	65.77	37.83	46.05	-0.596326725	2.12639504762676e-07	0.134582855570356	0.865416931790139	0.183417352285358	chr20:10381657-10414870
GRPR	GRPR	NA	61.73	61.54	39.5	54.14	0.346040409	0.126149128830591	0.764901516118855	0.108949355050553	0.391292698458848	chrX:16141679-16171144
GAD1	GAD1	NA	21.56	16.25	15.42	9.8	2.293812199	0.982558388157699	0.0174410396939855	5.72148315838993e-07	0.963419601332805	chr2:171669723-171717661
DLG4	DLG4	ambiguous_previous	15.76	8.47	6.06	8.63	3.96948098	0.988512380410048	0.0114876111914015	8.39855080769537e-09	0.305379093508365	chr17:7093209-7123021
GRP	GRP	NA	NA	83.25	77.16	80.59	NA	0.000172234069649243	0.247752794872095	0.752074971058256	0.0832172844093356	chr18:56887400-56898006
ANXA7	ANXA7	NA	42.16	35.15	49.55	43.88	-0.557720942	6.03821951647385e-07	0.855180608213487	0.144818787964561	0.35896636601311	chr10:75134859-75173825
BBS4	BBS4	NA	62.1	16.43	35.97	25.64	-1.291330994	0.00180661601195064	0.991935625236359	0.00625775875169073	0.334154613508074	chr15:72978527-73030817
NLGN4X	NLGN4X	NA	11.18	4.88	3.85	2.81	3.508693202	0.980867563013359	0.0191149245526369	1.75124340041702e-05	0.0442997896815417	chrX:5808067-6146904
EIF4EBP2	EIF4EBP2	NA	41.25	55.24	60.16	60.86	0.025024636	0.688925660100913	0.289302902982747	0.0217714369163399	0.323339396474941	chr10:72164135-72188374
DRD3	DRD3	NA	29.16	38.3	50.41	53.34	0.633727787	0.00727881957460382	0.909942438010102	0.0827787424152937	0.585711774577823	chr3:113847499-113918254
KALRN	KALRN	NA	0.27	0.37	0.22	0.24	3.805118651	0.999998853706579	1.14629342100257e-06	1.48391779927467e-18	0.624262379490557	chr3:123798870-124445172
CHRNB2	CHRNB2	NA	14.97	12.71	13.14	15.2	2.528075494	0.903918675577909	0.0958788752171518	0.000202449204939715	0.236289180898689	chr1:154540257-154552502
SHANK1	SHANK1	NA	NA	NA	NA	NA	3.811392523	0.999999716600502	2.83399497672459e-07	5.95441094883612e-18	0.0166629919214177	chr19:51165084-51222707
SHANK2	SHANK2	NA	NA	NA	NA	NA	NA	0.999808800481752	0.000191199289141162	2.29107256213694e-10	0.132225124509379	chr11:70313961-70963623
EN1	EN1	NA	NA	31.82	39.6	27.52	2.813897924	0.744097333159515	0.243139731154628	0.0127629356858579	0.542558811026651	chr2:119599747-119605254
UCN	UCN	NA	NA	NA	NA	NA	NA	0.529618601306427	0.40032252513437	0.0700588735592031	0.132395969692147	chr2:27530268-27531313
PTCHD1	PTCHD1	NA	8.32	1.92	5.18	3.4	2.16380373	0.936348681301478	0.0633052945104849	0.00034602418803716	0.770174205172487	chrX:23352133-23422489
NLGN4Y	NLGN4Y	NA	NA	NA	NA	NA	2.840079504	0.735300111150223	0.25071035825091	0.0139895305988669	0.00466847730406801	chrY:16634632-16957530
AVPR1A	AVPR1A	NA	35.99	75.74	60.35	80.48	2.824530669	7.61869788815301e-06	0.277475695292036	0.722516686010076	0.145508661085899	chr12:63539014-63544722
MSS51	MSS51	NA	78.8	92.34	94.99	94.1	-1.039957829	0.000803089824934816	0.917320503580033	0.0818764065950319	0.133842884508203	chr10:75183339-75193319
GNG8	GNG8	NA	63.81	78.22	71.36	72.54	NA	0.150444550305357	0.609290691116239	0.240264758578404	0.153964916685591	chr19:47137333-47137942
CX3CR1	CX3CR1	NA	89.79	91.69	92.76	94.81	0.961881816	0.0991239909532045	0.752751870059234	0.148124138987562	0.0478604815496776	chr3:39304985-39323226
MECP2	MECP2	NA	10.46	71.3	32.4	55.62	0.087268359	0.662797570148747	0.330749984985133	0.00645244486612075	0.982603095374367	chrX:153287024-153363212
PTEN	PTEN	NA	36.86	42.11	39.15	40.12	2.455472787	0.960964969897069	0.0390142826470458	2.07474558854741e-05	0.999988229173229	chr10:89622870-89731687
CNTNAP2	CNTNAP2	NA	1.3	26.72	40.86	13.72	-0.244337095	0.00548174716589766	0.994516108034771	2.1447993311775e-06	0.836009360543415	chr7:145813453-148118090
NPAS4	NPAS4	NA	15.95	10.98	5.28	12.99	1.209270814	0.685283946167615	0.314493320172723	0.000222733659662656	0.216954115840008	chr11:66188475-66194178
GRIN1	GRIN1	NA	6.72	3.31	4.67	4.09	5.971225911	0.928695746564368	0.0713034691937774	7.8424185492576e-07	0.134172600913594	chr9:140032842-140063207
NRXN1	NRXN1	NA	2.25	2.72	2.28	1.95	4.041988282	0.999950124054954	4.98759449737795e-05	7.18930253230459e-14	0.995179441352625	chr2:50145643-51259674
TH	TH	NA	9.27	51.51	64.06	50.79	0.350336162	0.00229748761137464	0.976617150504527	0.0210853618840984	0.769890184424511	chr11:2185159-2193107
OXTR	OXTR	NA	83.98	76.95	40.29	65.61	2.442848304	0.000390973085871092	0.372747144387832	0.626861882526297	0.632508214612261	chr3:8792094-8811314
GRID1	GRID1	NA	1.55	4.76	2.05	1.17	0.956058694	0.995157069217262	0.00484290600241001	2.47803276842106e-08	0.568665369178301	chr10:87359312-88126235
TBX1	TBX1	NA	NA	13.41	13.3	23.52	2.952956671	0.976748358900472	0.0232233320806271	2.83090189008342e-05	0.837458407055151	chr22:19744226-19771116
SEPT5	SEPTIN5	previous	30.07	12.2	11.45	14.4	2.827298778	0.86362274353711	0.136274271601071	0.000102984861818867	0.237158685538051	chr22:19701987-19711102
