pathway_52	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
SYN1	SYN1	NA	NA	NA	NA	NA	2.460791234	0.965619951626079	0.0343056097229325	7.4438650988703e-05	0.655644332422073	chrX:47431303-47479252
TTC19	TTC19	NA	NA	72.32	58.24	72.12	1.913065902	3.05514858731684e-11	0.0204354765849783	0.97956452338447	0.100133530950001	chr17:15902694-15948329
TYROBP	TYROBP	NA	68.98	87.1	84.82	87.01	-0.222787604	0.456639310242216	0.511499289762858	0.0318613999949259	0.0609681616382124	chr19:36395303-36399197
ZMYND11	ZMYND11	NA	22.09	9.12	9.76	12.54	3.494072141	0.99990260847642	9.73914792833215e-05	4.42962514197149e-11	0.474328139463217	chr10:180405-300577
SPAST	SPAST	NA	48.54	20.28	33.71	18.72	1.379580705	0.998617519595669	0.00138247465434335	5.74998737691674e-09	0.665186921200833	chr2:32288680-32382706
GABRA1	GABRA1	NA	24	18.32	19.82	23.91	2.785751568	0.944595908788091	0.055354231823359	4.98593885496302e-05	0.663889146549651	chr5:161274197-161326975
GRN	GRN	NA	23.66	49.58	18.61	49.86	0.674871602	0.429293923610509	0.570629892712487	7.6183677003664e-05	0.0436966968140393	chr17:42422630-42430470
SARS	SARS	NA	31.69	16.08	29.35	31.58	2.831053423	0.998071256907743	0.00192873014243674	1.29498206556993e-08	0.699258887169142	chr1:109756540-109780770
TRIO	TRIO	NA	0.18	0.11	0.15	0.1	5.109360342	0.999999999999999	1.42635228823455e-15	3.64679187916956e-38	0.326818362131318	chr5:14143811-14532235
C12orf4	C12orf4	NA	17.75	14.69	10.66	13.67	1.494702639	0.000217003868044256	0.994378710674997	0.00540428545695897	0.138164493944136	chr12:4596894-4647674
ARID1B	ARID1B	NA	0.8	0.64	1.52	1.7	2.897059403	0.999654497430291	0.000345502569642867	6.64669499500854e-14	0.540737444638769	chr6:157099063-157531913
DGCR2	DGCR2	NA	6.03	70.59	23.08	28.52	0.106976477	0.00369110333462139	0.947326981194664	0.0489819154707144	0.179066592001087	chr22:19023795-19109967
NDST1	NDST1	NA	2.36	3.93	2.44	3.12	2.69853817	0.999796677164651	0.000203322781500671	5.38485218187824e-11	0.361942360419068	chr5:149865381-149937773
SMC1A	SMC1A	NA	22.09	2.66	2.22	3.11	5.359867264	0.999965573338753	3.442665772902e-05	3.51757861452623e-12	0.539151882888306	chrX:53401070-53449677
