pathway_70	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
MAP3K9	MAP3K9	NA	3.31	21.61	21.7	33.23	1.157383985	0.9915920834122	0.00840789726743171	1.93203682980495e-08	0.18912224448475	chr14:71189243-71276251
GPRC5A	GPRC5A	NA	48.78	63.1	82.48	85.78	-0.813822569	4.2587111908228e-05	0.374319761694733	0.625637651193359	0.013410334492024	chr12:13043716-13070871
KPNA6	KPNA6	NA	24	24.29	20.5	23.12	3.094966729	0.972697574727416	0.0273020753607215	3.49911862119459e-07	0.438098179563747	chr1:32573639-32642169
METTL24	METTL24	NA	93.53	76.59	70.59	79.59	0.496749961	0.0100496818034538	0.801156618745108	0.188793699451439	0.099974659004757	chr6:110567131-110679475
ST3GAL6	ST3GAL6	NA	38.82	40.76	55.04	41.73	-1.069849807	0.00358009349587964	0.945484682795551	0.0509352237085693	0.150858254315345	chr3:98451099-98514689
POLD3	POLD3	NA	82.17	75.51	80.65	79.08	0.168354586	0.981727632029235	0.0182717263810536	6.41589711928913e-07	0.497185574231215	chr11:74204896-74380162
TNS1	TNS1	NA	95.81	96.29	96.39	98.79	1.045091688	0.980107062382607	0.0198929375630974	5.42956019360814e-11	0.891163744256025	chr2:218664512-218867718
ADD1	ADD1	NA	9.68	31.14	38.85	57.2	0.995608635	0.779027636322897	0.220956496378087	1.58672990162642e-05	0.123826837632775	chr4:2845584-2931803
MTAP	MTAP	NA	27.69	30.26	20.62	40.37	0.532298519	0.0246426872568302	0.905230860549163	0.0701264521940071	0.18545584465868	chr9:21802542-21931646
SERPINA4	SERPINA4	NA	13.58	27.38	46.34	28.12	-0.162230249	8.02928043888372e-08	0.0778030544035025	0.922196865303693	0.00101252348459814	chr14:95027428-95036250
PSMB5	PSMB5	NA	56.64	32.66	41.55	34.1	1.685073714	0.719846398185128	0.27645080521329	0.00370279660158153	0.524361588888425	chr14:23485752-23504439
PABPN1	PABPN1	NA	NA	37.67	49.16	42.38	NA	0.523459947296071	0.472179109287566	0.00436094341636249	0.65507036964734	chr14:23790498-23795394
TPD52L2	TPD52L2	NA	66.57	35.14	37.62	44.73	1.417475587	0.515405318779897	0.47995457045653	0.00464011076357361	0.111482729162362	chr20:62496596-62522898
TRIB3	TRIB3	NA	78.8	96.17	92.53	94.39	-0.496457803	9.17159853358179e-07	0.293153056225561	0.706846026614586	0.0280021628529054	chr20:361261-378203
CSNK2A1	CSNK2A1	NA	30.07	40.94	26.43	33.37	3.399014155	0.999122436266821	0.000877561833985968	1.89919306995649e-09	0.923858502829858	chr20:459116-524465
TM9SF4	TM9SF4	NA	21.41	7.02	12.13	9.35	2.903389274	0.999918157291148	8.18426798556636e-05	2.8996930995358e-11	0.331725265078375	chr20:30697309-30755061
POFUT1	POFUT1	NA	46.92	16.02	27.46	29.79	0.628005807	0.982025942506231	0.017959039042414	1.5018451354506e-05	0.452999667605958	chr20:30795683-30826470
ZNF106	ZNF106	NA	24.01	6.86	4.95	15.81	1.289419451	0.802173498155171	0.19782650181217	3.26589476438599e-11	0.143818507088751	chr15:42705021-42783321
WASL	WASL	NA	14.97	44.29	25.37	25.49	1.293653883	0.93259870782466	0.0673847018757849	1.65902995549621e-05	0.592802152952127	chr7:123321989-123389121
SLC1A1	SLC1A1	NA	14.67	4.69	10.4	6.52	0.243047892	0.00354225910314141	0.98489825580426	0.0115594850925981	0.254280296266522	chr9:4490444-4587469
SHB	SHB	NA	NA	NA	NA	NA	0.926681761	0.668485100962618	0.330230134579646	0.00128476445773589	0.254063638693458	chr9:37919131-38069210
BMPR1A	BMPR1A	NA	26.53	17.16	17.86	20.28	1.732096303	0.614750845328117	0.385162848770158	8.63059017243406e-05	0.266176155907667	chr10:88516407-88692595
RPL28	RPL28	NA	60.31	69.35	74.15	71.2	NA	0.666472503616778	0.30711777229635	0.0264097240868715	0.0292087008217576	chr19:55896713-55914612
SLC6A4	SLC6A4	NA	18.06	9.32	12.41	12.21	2.321163518	0.725082163194092	0.274887894373417	2.99424324902277e-05	0.84874688912373	chr17:28521337-28563020
DDX6	DDX6	NA	38.58	24.35	26.11	25.82	1.81793256	0.998063404671553	0.00193653069651295	6.4631934544715e-08	0.851560350108827	chr11:118620034-118661845
RSRC2	RSRC2	NA	31.46	17.52	10.69	14.85	1.702967559	0.984788424841061	0.0152111664795618	4.08679376954903e-07	0.521292008114176	chr12:122989190-123011546
SH2B3	SH2B3	NA	NA	85.76	49.62	71.73	0.406620163	0.0038259605015907	0.949403181697057	0.0467708578013527	0.0556812730149236	chr12:111843752-111889427
FRK	FRK	NA	30.74	73.17	66.62	56.78	-0.015071909	1.26468393366336e-09	0.30673035238769	0.693269646347626	0.146770083759053	chr6:116252312-116381921
MDGA1	MDGA1	NA	6.56	16.3	18.26	10.66	2.139389896	0.997511899655565	0.00248809546806687	4.87636860898939e-09	0.301646923998721	chr6:37600284-37667082
CLIC5	CLIC5	NA	90.98	85.25	90.54	91.32	-0.425608531	0.00891103600217428	0.780528242254007	0.210560721743819	0.279316206234214	chr6:45869498-46048132
HBEGF	HBEGF	NA	53.19	47.07	64.74	65.01	1.568044384	0.815321320155619	0.179345146241774	0.00533353360260719	0.883950540443441	chr5:139712428-139726216
LNPEP	LNPEP	NA	66.24	8.09	6.39	20.14	0.591476659	0.993999175983475	0.00600082230334574	1.7131792997508e-09	0.260951487384491	chr5:96271168-96373219
IL5	IL5	NA	38.28	43.04	54.63	50.21	NA	0.0243006207878919	0.751205813609501	0.224493565602607	0.0406578017048949	chr5:131877136-131892530
NR3C1	NR3C1	NA	42.16	12.56	23.12	31.02	1.794631086	0.544514403911367	0.455331164090363	0.00015443199827063	0.99869492458978	chr5:142657496-142815077
TTC33	TTC33	NA	64.32	39.29	41.55	51.58	0.129599405	0.00304424655136851	0.791135485217035	0.205820268231596	0.177110063771584	chr5:40714577-40756077
ERGIC1	ERGIC1	NA	28.93	19.06	14.46	19.61	1.228961441	0.631473733755064	0.366726429315057	0.0017998369298783	0.105920795818338	chr5:172261278-172379688
KCNIP3	KCNIP3	NA	53.51	62.88	61.98	41.73	0.769085536	0.810794426584604	0.187985589123728	0.00121998429166756	0.160681289446982	chr2:95963052-96051825
TTF2	TTF2	NA	95.03	94.14	73.74	96.7	-0.047971171	2.79412720258593e-15	0.582998798701323	0.417001201298674	0.0924157356283353	chr1:117602925-117650075
MRPS15	MRPS15	NA	46.74	75.33	68.92	49.11	0.079407525	0.00110486481754276	0.943441052706097	0.0554540824763599	0.0850776130945872	chr1:36921319-36930038
B4GALT6	B4GALT6	NA	67.03	35.45	30.2	27.18	1.726066472	0.992620725537357	0.00737758088699702	1.69357564575805e-06	0.352825041294857	chr18:29203132-29265799
ZNF430	ZNF430	NA	84.61	77.56	77.28	83.63	0.111970618	0.000635048285993549	0.892175949492878	0.107189002221128	0.00126666644866614	chr19:21203426-21242856
CCND2	CCND2	NA	39.68	35.14	31.74	35.94	2.490900292	0.93676579553925	0.0628938504783143	0.000340353982435985	0.94794486967146	chr12:4382938-4414516
SPOP	SPOP	NA	39.68	27.49	26.22	30.46	3.071841546	0.988413956431523	0.0115809331051946	5.11046328213385e-06	0.865847417475707	chr17:47676246-47755596
OPTN	OPTN	NA	18.72	11.06	8.56	14.49	0.649217166	7.17262077074375e-06	0.888766231331837	0.111226596047393	0.403602923642901	chr10:13141449-13180291
AGO3	AGO3	NA	8.32	8.14	10.16	5.72	3.61196011	0.999995542205947	4.45779402927436e-06	2.41967743883469e-14	0.736674037498116	chr1:36396319-36538101
