pathway_39	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
ARHGAP33	ARHGAP33	NA	3.86	6.46	4.85	4.5	2.001337735	0.657846985189418	0.34215252862456	4.8618602290265e-07	0.0741249133026219	chr19:36266417-36279724
ITGA3	ITGA3	NA	10.56	22.63	56.63	51.51	1.942537548	0.00361384988208947	0.996382231062117	3.91905579304664e-06	0.328975625753761	chr17:48133339-48167845
ARHGAP44	ARHGAP44	NA	3.63	10.37	3.95	6.79	2.142823761	0.998019441185805	0.00198055601883616	2.79535921526078e-09	0.16417303913542	chr17:12692856-12894960
PAFAH1B1	PAFAH1B1	NA	26.23	24.05	22.23	28.78	2.436648404	0.999237139452159	0.000762853876406655	6.67143461914805e-09	0.951668079727129	chr17:2496504-2588909
FYN	FYN	NA	20.54	19.54	9.57	11.29	2.400355347	0.998085388517164	0.0019145987631723	1.27196638293295e-08	0.993416693019618	chr6:111981535-112194655
CAMK2B	CAMK2B	NA	17.16	29.09	19.5	25.74	2.998765274	0.633764568815795	0.366220647284072	1.47839001324734e-05	0.49071583705301	chr7:44256749-44365255
NGEF	NGEF	NA	30.82	9.1	6.54	7.94	2.320158316	0.898320368822508	0.101669983720333	9.64745715962677e-06	0.164939800982353	chr2:233743396-233877982
VPS35	VPS35	NA	15.12	8.33	7.08	10.92	2.273569885	0.980306375943484	0.0196935924615161	3.15949998237713e-08	0.637218809142094	chr16:46690054-46723104
CDC42	CDC42	NA	46.2	44.65	36.34	40.17	1.990499663	0.615716856763145	0.374571548931323	0.00971159430553115	0.998507542689706	chr1:22379120-22419437
FCGR2B	FCGR2B	NA	58.53	60.66	50.36	52.65	0.285407491	0.0395249239427622	0.821597092689113	0.138877983368125	0.00566638515328683	chr1:161551101-161648444
PAK3	PAK3	NA	26.23	22.34	25.74	15.38	1.805750531	0.977732639896327	0.022262199804518	5.16029915540485e-06	0.832123135276339	chrX:110187513-110470589
PSEN1	PSEN1	NA	30.37	30.79	42.81	40.8	1.485089614	0.995825222942184	0.00417435598752699	4.21070289290642e-07	0.926333030803085	chr14:73603126-73690399
GSK3B	GSK3B	NA	32.94	23.35	20.51	32.08	1.897126463	0.997210745139451	0.0027892230149021	3.18456469207427e-08	0.996775896715384	chr3:119540170-119813264
CTTN	CTTN	NA	21.73	17.13	23.84	16.4	0.78358907	0.343598120508982	0.656372033147142	2.98463438764302e-05	0.132426826619707	chr11:70244510-70282690
MTMR2	MTMR2	NA	73.54	62.66	64.32	76.03	1.722676161	0.69923249794491	0.300765894071893	1.60798319730172e-06	0.352025802427517	chr11:95566046-95657459
DNM1L	DNM1L	NA	8.75	18.67	8.6	10.29	2.490995005	0.258612072773388	0.741375709415867	1.22178107447005e-05	0.863813357054946	chr12:32832134-32898486
LZTS3	LZTS3	NA	NA	31.14	11.59	11.4	2.376628009	0.842868660370713	0.156394234034612	0.00073710559467476	NA	chr20:3143263-3154192
HDAC6	HDAC6	NA	59.11	35.06	53.11	57.54	2.665566982	0.999801576321608	0.000198423427621194	2.50770503567165e-10	0.11651576473234	chrX:48659784-48683386
PICK1	PICK1	NA	12.24	18.75	13.24	13.95	2.413608946	0.799809980988476	0.199897639595913	0.000292379415611437	0.328130305105109	chr22:38452318-38471708
LGMN	LGMN	NA	52.09	64.52	59.28	73.01	0.471443406	0.283112869386583	0.715698661706162	0.00118846890725483	0.021785181022137	chr14:93170152-93215047
ZMYND8	ZMYND8	NA	3.98	1.49	0.95	1.55	2.615892428	0.999987667414287	1.23325856543569e-05	5.83888125822623e-14	0.239093041710567	chr20:45837859-45985567
ABCD1	ABCD1	NA	20.54	26.92	24.7	52.37	2.461045645	0.975290028112706	0.0246770800987746	3.28917885192011e-05	0.0595962097695646	chrX:152990323-153010216
EEF2K	EEF2K	NA	3.7	42.9	46.8	24.97	-0.154333881	1.13566257491234e-10	0.71211917643432	0.287880823452114	0.175385631454341	chr16:22217603-22297954
ATP1A3	ATP1A3	NA	3.37	1.85	2.16	2.74	5.610763408	0.999980740385142	1.925961400314e-05	8.54679206884182e-13	0.149065263322849	chr19:42470734-42501649
WASL	WASL	NA	14.97	44.29	25.37	25.49	1.293653883	0.93259870782466	0.0673847018757849	1.65902995549621e-05	0.592802152952127	chr7:123321989-123389121
ABHD17B	ABHD17B	NA	30.07	30.1	33.2	37.24	1.923429717	0.951230020980714	0.0485923697784004	0.00017760924088589	0.550746208674014	chr9:74477368-74525847
DVL1	DVL1	NA	6.06	37.98	20.49	20.57	0.627851985	0.0905115733720149	0.907284969698664	0.00220345692932133	0.502065644146611	chr1:1270656-1284730
CAPRIN2	CAPRIN2	NA	20.91	6.26	6.31	10.19	-0.743643686	0.0795155560574207	0.92047983594652	4.60799605871942e-06	0.205461229436791	chr12:30862487-30907885
CUX2	CUX2	NA	1.6	9.06	5.45	4.29	3.144756736	0.999989668129701	1.03318702608684e-05	3.79379248830708e-14	0.397294948434826	chr12:111471828-111788358
DBN1	DBN1	NA	47.12	23.32	13.31	25.94	1.387504796	0.983900082895262	0.0160994472269951	4.69877742476061e-07	0.0930522388707114	chr5:176883609-176901402
UBE3A	UBE3A	NA	19.54	8.6	5.11	6.85	3.579894571	0.998971942263299	0.00102805494352335	2.79317736487652e-09	0.95433048360597	chr15:25582381-25684128
TANC1	TANC1	NA	5.27	1.45	4.11	2.01	0.827029848	0.943984777422501	0.0560152224331417	1.44357145968616e-10	0.680121469561439	chr2:159825146-160089170
EPHA4	EPHA4	NA	4.22	2.96	2.96	2.2	2.886344389	0.999917454374257	8.2545624531029e-05	1.2122223666978e-12	0.989201693123434	chr2:222282749-222438922
APOE	APOE	NA	NA	56.11	58.71	59.79	1.534621753	0.151046695004768	0.764846974582906	0.0841063304123263	0.925476830557616	chr19:45409011-45412650
