pathway_8	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
APBA3	APBA3	NA	89.27	96.37	86.3	92.45	-2.178446223	7.16839709864629e-08	0.248446349798421	0.751553578517609	0.00935453081494787	chr19:3750878-3761697
SYT7	SYT7	NA	15.62	12.74	13.43	18.52	2.100770494	0.871596989978524	0.127972031592295	0.000430978429181302	0.270645525398062	chr11:61282785-61348620
NRXN3	NRXN3	NA	3.27	1.46	1.03	1.04	3.017802589	0.999600036206918	0.00039996351316654	2.79915272201211e-10	0.999470408098367	chr14:78744986-80330762
APBA2	APBA2	NA	4.31	22.78	23.16	24.63	1.270323372	0.847622097178433	0.152349816898384	2.80859231831467e-05	0.0636375297391123	chr15:29129629-29410518
HOMER3	HOMER3	NA	40.16	64.74	51.08	59.71	0.559550079	0.520609179153383	0.474932849662781	0.00445797118383602	0.0415778961313819	chr19:19040010-19052070
SYT1	SYT1	NA	43.29	15.64	20.82	19.84	2.574851276	0.768009796836193	0.231546872070119	0.000443331093687587	0.883250678101914	chr12:79257773-79845788
DLG1	DLG1	NA	76.41	32	39.95	31.81	2.203939232	0.999944357121679	5.56428783022644e-05	1.89901537400217e-14	0.817144991760623	chr3:196769431-197026171
EPB41L2	EPB41L2	NA	8.63	30.31	76	57.44	-0.535397501	0.999278348593738	0.000721651167679485	2.38582437174598e-10	0.270546588001482	chr6:131160487-131384462
DLGAP4	DLGAP4	NA	14.26	34.94	11.97	8.93	2.525462936	0.999360096074712	0.000639899578015678	4.34727211869834e-09	0.361698447659392	chr20:34894258-35157040
EPB41L3	EPB41L3	NA	89.33	50.54	40.45	41.15	1.397428922	0.837157479334371	0.162842464294266	5.63713624647764e-08	0.212699679434396	chr18:5392383-5577647
DLG3	DLG3	ambiguous_previous	35.99	5.18	10.06	13.31	2.988699424	0.999070193835203	0.000929795358591936	1.08062052953863e-08	0.532941322298386	chrX:69664711-69725337
EPB41L1	EPB41L1	NA	14.15	5.82	11.72	9.28	2.435748976	0.988866707184411	0.0111332543790931	3.84364961427281e-08	0.527475951146236	chr20:34679426-34820721
HOMER2	HOMER2	NA	63.36	40.67	27.75	37.52	0.153175202	0.491951120779539	0.50690217936915	0.00114669985131043	0.241963193336554	chr15:83509838-83621480
LIN7B	LIN7B	NA	44.54	53.88	42.67	37.3	1.782416564	0.801052277912569	0.197546929321682	0.00140079276574988	0.0474871959435807	chr19:49617581-49621717
PTPRS	PTPRS	NA	0.1	0.69	0.36	0.3	3.760901502	0.978108004721024	0.0218919952761604	2.81525573432132e-12	0.0386657271776073	chr19:5205519-5340814
GRIN2D	GRIN2D	NA	NA	3.82	4.56	4.35	5.211109767	0.997093825258346	0.00290613954009668	3.52015569235373e-08	0.0734445916487085	chr19:48898132-48948188
STX1A	STX1A	NA	28.63	30.04	32.39	31.7	2.127104167	0.877102218587269	0.122513704606588	0.000384076806142823	0.368093661810562	chr7:73113536-73133989
APBA1	APBA1	NA	3.96	2.07	2.79	1.63	3.220805752	0.742835753864716	0.257139665301164	2.45808341201597e-05	0.500406169899107	chr9:72042446-72287222
NRXN2	NRXN2	NA	1.43	1.43	0.66	0.81	3.533980193	0.99990509289741	9.49071022456795e-05	3.44590963731585e-13	0.258657073661554	chr11:64373646-64490660
PPFIBP1	PPFIBP1	NA	21.81	15.63	18.1	12.9	-0.061037308	1.10196808268075e-11	0.970761647782038	0.0292383522069421	0.11399281649197	chr12:27676364-27848497
SYT10	SYT10	NA	30.7	21.85	29.03	36.55	0.441088992	0.29459163882868	0.704328759370356	0.00107960180096416	0.0551821874989116	chr12:33527173-33592754
LIN7A	LIN7A	NA	41.25	25.48	40.26	23.68	1.689044055	0.82494365029218	0.174069603487806	0.00098674622001368	0.4367708401702	chr12:81186299-81331704
