pathway_73	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
KMT2E	KMT2E	NA	3.9	0.61	0.63	0.65	1.35881989	0.999999964314596	3.56854035050712e-08	1.89114275766326e-19	0.415945795764227	chr7:104654626-104754808
KMT2C	KMT2C	NA	0.91	2.27	15.08	15.49	2.360177673	0.999999999999825	1.75230156286211e-13	4.27046491168937e-42	0.0883465982022104	chr7:151832010-152133090
EED	EED	NA	25.15	37	26.99	20.92	1.708884702	0.995174090790538	0.00482578779813574	1.21411326390498e-07	0.993932139736667	chr11:85955586-85989855
SETD1A	SETD1A	NA	0.56	0.55	0.74	0.27	3.140301768	0.999996625492824	3.37450717342977e-06	2.48503730720427e-15	0.580567925307207	chr16:30968615-30996437
SUV39H1	SUV39H1	NA	38.28	51.48	55.92	76.18	2.810219326	0.924786484204191	0.0746865855187383	0.000526930277070258	0.524117824783333	chrX:48553945-48567403
SETD6	SETD6	NA	63.49	50.52	32.43	32.32	-0.090481688	3.25481737229826e-07	0.304671108015474	0.695328566502789	0.096483604581687	chr16:58549383-58554431
DOT1L	DOT1L	NA	0.45	0.7	0.6	0.7	3.89074889	0.999941922150267	5.80778496291257e-05	1.041711349269e-13	0.0314153254265714	chr19:2164148-2232577
EZH2	EZH2	NA	20.54	17.11	12.08	12.87	3.758750756	0.999968837756664	3.11622405764732e-05	2.759642038078e-12	0.916729205822061	chr7:148504476-148581413
EZH1	EZH1	NA	24.19	13.58	11.49	17.4	3.613270883	0.00504377164529397	0.994897135634501	5.90927202050632e-05	0.324570833936615	chr17:40852293-40897071
KMT5B	KMT5B	NA	9.21	13.13	16.2	13.35	1.756464509	0.999830011256297	0.000169988571660391	1.72042696874971e-10	0.399660562676569	chr11:67922330-67981295
SMYD1	SMYD1	NA	39.17	86.72	77.01	76.49	0.359984998	0.00440055634471852	0.956628211036429	0.038971232618852	0.198874438105812	chr2:88367299-88412906
ASH1L	ASH1L	NA	2.22	0.19	0.32	0.22	4.08780449	0.999999999999064	9.36339877308569e-13	5.37323412018438e-32	0.352129966568217	chr1:155305059-155532598
PRDM2	PRDM2	NA	19.81	32.94	49.23	56.88	0.303402478	0.996662350811683	0.00333764877947255	4.08844253484586e-10	0.168607974795948	chr1:14026693-14151574
KMT2A	KMT2A	NA	0.41	0.14	0.23	0.16	5.74707202	0.999999999999987	1.3074617088987e-14	6.66721960618652e-38	0.474120406291324	chr11:118307205-118397539
SET	SET	NA	72.01	49.47	48.02	44.32	1.576883804	0.952308530705297	0.0475235000891284	0.000167969205574401	0.956958520456204	chr9:131445703-131458679
H3F3B	H3F3B	NA	38.28	46	43.71	53.17	2.747217892	0.797077820197624	0.196075570830992	0.00684660897138348	0.99956735598608	chr17:73772515-73781567
KMT5C	KMT5C	NA	NA	36.02	36.38	16.79	2.482232323	0.875057463111183	0.124860871103253	8.1665785564161e-05	0.0126889185362165	chr19:55851221-55859488
SMYD5	SMYD5	NA	50.01	29.87	40.08	44.53	2.019790871	0.0601525161172502	0.93557797683357	0.00426950704917936	0.27863848838181	chr2:73441350-73454365
SETDB2	SETDB2	NA	48.69	32.21	32.32	43.42	0.717034861	0.319536270359065	0.68042756866186	3.61609790748014e-05	0.0985279321429862	chr13:50018429-50069138
AEBP2	AEBP2	NA	52.85	28.57	27.47	31.79	2.946515495	0.929165985857835	0.0707412274123005	9.2786729864177e-05	0.455228520125618	chr12:19556979-19873735
SETD1B	SETD1B	NA	67.43	NA	NA	NA	NA	0.141796951104661	0.603075251528852	0.255127797366486	0.0470782875334827	chr12:122242086-122270562
SETDB1	SETDB1	NA	3.81	5.97	7.75	12.38	3.325702138	0.999996382447995	3.61755200388967e-06	5.95658293660232e-16	0.39197961762473	chr1:150898739-150937213
SMYD2	SMYD2	NA	74.49	45.64	50.97	53.83	0.685258231	0.015168180180241	0.977876260090328	0.00695555972943126	0.405160986385567	chr1:214454576-214510474
SETD7	SETD7	NA	60.31	58.52	42.49	46.8	1.211512124	0.602129942389746	0.395552920116893	0.00231713749336019	0.160597102021308	chr4:140417095-140527853
SETBP1	SETBP1	NA	6.61	7.65	9.62	31.81	2.695084948	0.997514678594916	0.00248531654199018	4.86309338699631e-09	0.849096649873302	chr18:42260138-42648475
SUV39H2	SUV39H2	NA	32.62	23.41	31.26	28	2.346645466	0.970206565825979	0.0297828324354278	1.06017385934119e-05	0.645784794898482	chr10:14920847-14946314
SETD9	SETD9	NA	45.13	49.07	35.49	61.12	0.192014656	0.000339687323346699	0.798668031545189	0.200992281131465	0.139665377465227	chr5:56205087-56221359
HIST1H4H	HIST1H4H	NA	26.23	20.87	16.16	19.85	NA	0.0541472478275215	0.675122084454644	0.270730667717834	0.777993379529921	chr6:26281283-26285762
H3F3A	H3F3A	NA	63.81	57.98	57.64	58.62	NA	0.687028630764605	0.29083123135255	0.0221401378828452	0.999921271091936	chr1:226249552-226259702
NSD1	NSD1	NA	3.24	1.48	0.91	1.85	3.190120811	0.999999987943227	1.20567729310031e-08	2.25518397074993e-23	0.27908764859553	chr5:176560080-176727216
KMT2D	KMT2D	NA	0.06	0.05	0.08	0.08	5.506609516	0.999999999999097	9.02541908973645e-13	2.79361647003418e-38	0.463434006433262	chr12:49412307-49453557
SETD5	SETD5	NA	12.6	3.55	3.71	2.9	2.094361119	0.999997472141928	2.52785807163817e-06	2.48788489828852e-16	0.572872851625837	chr3:9439403-9520924
SETMAR	SETMAR	NA	72.6	63.2	83.23	34.33	-0.018576415	0.00149600534148198	0.857828579139032	0.140675415519486	0.00362814248553774	chr3:4344988-4359251
EHMT1	EHMT1	NA	3.13	3.4	1.73	1.14	2.592266717	0.999999424826066	5.75173933593145e-07	3.33897429128084e-17	0.0489997844167262	chr9:140513444-140730576
SETD2	SETD2	NA	9.42	1.52	1.12	2.42	1.359524361	0.999889250188882	0.000110749811117853	6.97045848551535e-18	0.695117381105016	chr3:47058179-47205457
SETD3	SETD3	NA	9.55	9.19	10.12	9.43	1.031237318	0.558418808619823	0.441553227279263	2.79641009147093e-05	0.207963793427031	chr14:99864083-99947216
HIST2H3D	HIST2H3D	NA	56.25	69.18	67.97	71.94	2.66810211	0.512316310023422	0.409863575266197	0.0778201147103815	0.128018887480322	chr1:149784826-149785236
KMT5A	KMT5A	NA	61.49	52.72	46.9	59.26	2.186093088	0.983907523336666	0.0160810324265167	1.14442368176389e-05	0.243980581203932	chr12:123868320-123893905
SMYD3	SMYD3	NA	31.93	26.41	25.32	47.19	0.116469763	0.000636659417902648	0.972690805382439	0.0266725351996585	0.458654241805817	chr1:245912642-246670614
SETD4	SETD4	NA	40.36	30.71	40.29	48.1	0.327774071	5.75121034140404e-12	0.0282608549465323	0.971739145047717	0.03116774607324	chr21:37406839-37451687
SMYD4	SMYD4	NA	94.8	81.27	78.99	95.02	-0.199458753	3.67629523368e-09	0.299797827549681	0.700202168774024	0.03684225207859	chr17:1682779-1733928
HIST1H4C	HIST1H4C	NA	30.07	31	23.61	30.41	NA	7.97707196085025e-05	0.164341811414664	0.835578417865727	0.821971456496443	chr6:26104104-26104518
HIST1H3J	HIST1H3J	NA	58	38.22	36.8	40.61	2.185326397	0.692961528620543	0.286037616525176	0.0210008548542808	0.0760776275101422	chr6:27858093-27858570
HIST1H4J	HIST1H4J	NA	49.39	63.29	63.62	63.28	1.938908035	0.443373371877913	0.441711090558062	0.114915537564025	0.764003435451245	chr6:27791884-27792257
HIST1H3D	HIST1H3D	NA	42.88	24.08	27.7	26.93	1.8425773	0.294478449899475	0.612677243710768	0.0928443063897561	0.0993175018280966	chr6:26197068-26199521
HIST4H4	HIST4H4	NA	47.79	23.76	32.47	26.59	1.438338029	0.257828793770084	0.624465974849783	0.117705231380133	0.502604864838356	chr12:14923489-14924065
HIST2H3C	HIST2H3C	NA	NA	NA	NA	NA	3.130187525	NA	NA	NA	0.250763553520085	chr1:149811110-149812765
HIST2H3A	HIST2H3A	NA	NA	NA	NA	NA	3.130187525	NA	NA	NA	0.11782712066619	chr1:149824181-149825836
