pathway_5	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
CACNG3	CACNG3	NA	44.54	17.86	16.82	20.57	3.100257523	0.982644675105931	0.0173415458441841	1.37790498847309e-05	0.359779224743782	chr16:24266874-24374122
SCN4A	SCN4A	NA	13.68	14.6	49.26	82.58	2.954155447	0.592172481930675	0.407827482562052	3.55072736378408e-08	0.296782734999009	chr17:62015914-62050278
CACNA2D2	CACNA2D2	NA	19.95	1.69	4.98	3.29	2.973727164	0.999985830974732	1.41690252645792e-05	3.35242745495482e-15	0.465153765294907	chr3:50400233-50541675
WWTR1	WWTR1	NA	63	73.43	76.11	78.58	2.175113984	0.976692251939386	0.02327927031094	2.84777496743551e-05	0.656667266143045	chr3:149235022-149421060
ATP1A2	ATP1A2	NA	4.43	3.79	2.17	3.78	4.537008244	0.996439605683741	0.00356039383758425	4.78674528128443e-10	0.330286807237271	chr1:160085563-160113381
KCNQ1	KCNQ1	NA	15.32	12.38	9.14	14.22	1.751730932	0.000319915888601927	0.984741509168816	0.0149385749425821	0.362119636959492	chr11:2465914-2870339
KCNH2	KCNH2	NA	3.81	13.21	20.4	20.31	3.561511951	0.990898225019553	0.00910165904029137	1.15940156042821e-07	0.688011456801849	chr7:150642049-150675403
CAMK2B	CAMK2B	NA	17.16	29.09	19.5	25.74	2.998765274	0.633764568815795	0.366220647284072	1.47839001324734e-05	0.49071583705301	chr7:44256749-44365255
ATP2B4	ATP2B4	NA	11.51	15.72	19.32	7.11	1.996897285	0.870473570226887	0.129526399253483	3.05196302284852e-08	0.129216878727219	chr1:203595689-203713209
HIPK2	HIPK2	NA	NA	NA	NA	NA	3.089080005	0.99513141631915	0.00486857860150797	5.07934194476974e-09	0.358752837691605	chr7:139246316-139477577
CACNB1	CACNB1	NA	19.73	14.59	15.99	16.88	2.558752139	0.997401711198212	0.00259826201587692	2.67859111058931e-08	0.341929478195453	chr17:37329709-37353956
ATP2B3	ATP2B3	NA	2.68	6.66	5.47	3.85	3.013716103	0.997292238508251	0.0027077318685789	2.96231698336875e-08	0.20394624436187	chrX:152783134-152848397
ABCC9	ABCC9	NA	1.82	1.51	1.48	1.97	2.980435196	0.206645901020836	0.793354097614248	1.36491593826227e-09	0.261420458044837	chr12:21950335-22094336
ATP1B3	ATP1B3	NA	38.28	25.09	33.68	30.02	1.683059852	0.972154978515803	0.0278008457270122	4.4175757184732e-05	0.0159995033247064	chr3:141594966-141645356
CAMK2A	CAMK2A	NA	20.26	13.32	15.17	15.69	3.823077481	0.999809613077424	0.000190386695833524	2.26742453617532e-10	0.795225095807155	chr5:149599054-149669854
ATP2B1	ATP2B1	NA	7.94	3.51	3.86	6.16	4.170571216	0.99998957896575	1.04210342114353e-05	3.8740377042675e-14	0.788695463082879	chr12:89981828-90103077
PRKACA	PRKACA	NA	23.04	18.84	17.02	24.52	2.186305328	0.938021725690092	0.0619121221703406	6.61521395674536e-05	0.509738772919346	chr19:14202500-14228896
ATP2A3	ATP2A3	NA	3.74	3.83	5.77	5.45	1.832525968	0.0968386834354838	0.903144933081316	1.63834832005492e-05	0.0615044996157602	chr17:3827169-3867736
SRI	SRI	NA	73.11	57.04	58.91	62.69	NA	5.7520100670631e-05	0.665713229327933	0.334229250571396	0.780634313817225	chr7:87834433-87856308
CACNG5	CACNG5	NA	43.77	67	51.27	60.1	-0.419463039	0.0443484385712132	0.833676427723359	0.121975133705427	0.0506140702585248	chr17:64831235-64881603
CACNG4	CACNG4	NA	40.16	33.05	23.75	38.56	2.783443198	0.169939852927706	0.813368605327496	0.0166915417447978	0.127367031727225	chr17:64961026-65029514
CACNA1S	CACNA1S	NA	5.71	76.09	61.36	20.15	0.09798448	5.12484027833099e-06	0.99999484752287	2.76368518300554e-08	0.323841455897667	chr1:201008642-201081694
KCNK2	KCNK2	NA	24	16.12	24.89	23.12	2.084132114	0.649046774467161	0.349415199651049	0.00153802588179011	0.592858654613077	chr1:215179198-215410436
TBX5	TBX5	NA	19.8	64.43	42.88	70.1	0.996553691	0.987621870310374	0.0123721197536809	6.00993594503248e-06	0.971321986006877	chr12:114791736-114846247
NOS1	NOS1	NA	8.21	10.57	5.31	10.01	3.635604487	0.998130543792681	0.00186945620649521	8.23671562370191e-13	0.549373488107302	chr12:117645947-117799582
FXYD3	FXYD3	NA	86.08	80.57	83.74	85.34	NA	0.0145431580280595	0.855247332524329	0.130209509447611	0.0125786173571639	chr19:35606732-35615228
KCNK16	KCNK16	NA	92.04	89.68	85.3	80.5	0.593454501	0.00897568617789905	0.781805915196372	0.209218398625729	0.0655276480176031	chr6:39282474-39290744
ITPR3	ITPR3	NA	0.17	0.66	0.44	0.42	4.023880122	1.29201465438025e-10	0.999999987137493	1.27333052985619e-08	0.727036054079413	chr6:33588142-33664351
KCNK6	KCNK6	NA	45.36	84.6	82.24	84.33	-0.463533832	0.177957182994827	0.757187670340231	0.0648551466649418	0.0319711323199152	chr19:38810484-38819660
