pathway_37	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
CACNG3	CACNG3	NA	44.54	17.86	16.82	20.57	3.100257523	0.982644675105931	0.0173415458441841	1.37790498847309e-05	0.359779224743782	chr16:24266874-24374122
TAC1	TAC1	NA	52.85	48.83	40.39	43.81	NA	0.86068824679356	0.1367620312903	0.00254972191613966	0.890769212330664	chr7:97361220-97369784
BAIAP3	BAIAP3	NA	1.47	59.74	38.44	8.47	-1.495638708	5.44591264302663e-17	0.147869278973195	0.852130721026805	0.0246248495152245	chr16:1383602-1399439
TYROBP	TYROBP	NA	68.98	87.1	84.82	87.01	-0.222787604	0.456639310242216	0.511499289762858	0.0318613999949259	0.0609681616382124	chr19:36395303-36399197
CYP46A1	CYP46A1	NA	31.46	9.4	12.4	12.03	3.3493956	0.630426434093136	0.369202476991575	0.000371088915288948	0.0868520043599752	chr14:100150651-100193638
DTNBP1	DTNBP1	NA	84.61	58.35	39.12	64.74	0.261953439	2.80892523644038e-05	0.748313604570532	0.251658306177104	0.14802409221875	chr6:15523032-15663273
PRKCZ	PRKCZ	NA	8.85	8.11	8.25	10.62	1.834987124	0.481730554105594	0.518017342631898	0.000252103262507829	0.349066958463632	chr1:1981909-2116834
SYT1	SYT1	NA	43.29	15.64	20.82	19.84	2.574851276	0.768009796836193	0.231546872070119	0.000443331093687587	0.883250678101914	chr12:79257773-79845788
DRD4	DRD4	NA	NA	NA	NA	NA	0.758852383	5.38306053924956e-06	0.126822267257984	0.873172349681477	0.0154678259650123	chr11:637293-640706
PTGS2	PTGS2	NA	28.93	25.59	24.65	37.03	2.545557994	0.998169036953237	0.00183090667666185	5.63701006668143e-08	0.996154622665113	chr1:186640923-186649559
SLC24A1	SLC24A1	NA	19.04	52.44	52.24	50.27	0.067691222	0.00174694600357221	0.991690083411759	0.00656297058466911	0.0120879370818424	chr15:65903743-65953333
TACR2	TACR2	NA	97.85	92.35	87.96	94.87	0.740736618	5.23360452467099e-06	0.2284547644882	0.771540001907275	0.0747476961619976	chr10:71163659-71176623
CACNG5	CACNG5	NA	43.77	67	51.27	60.1	-0.419463039	0.0443484385712132	0.833676427723359	0.121975133705427	0.0506140702585248	chr17:64831235-64881603
CACNG4	CACNG4	NA	40.16	33.05	23.75	38.56	2.783443198	0.169939852927706	0.813368605327496	0.0166915417447978	0.127367031727225	chr17:64961026-65029514
SLC1A3	SLC1A3	NA	15.76	25.9	34.43	20.72	1.043946836	0.689575437135276	0.310211066868276	0.000213495996447949	0.667071227753129	chr5:36606457-36688436
SCGN	SCGN	NA	75.29	83.8	74.52	69.5	0.424304741	0.108674489112849	0.883475985450288	0.00784952543686263	0.0162434565785312	chr6:25652464-25702011
RIMS1	RIMS1	NA	3.32	11.63	2.8	2.92	3.037775281	0.655762788866752	0.344237211099226	3.40216169614431e-11	0.665149421862827	chr6:72596406-73112845
IGSF9B	IGSF9B	NA	NA	1.96	2.07	1.73	4.051512816	0.999514081759082	0.000485918222501885	1.84159727097055e-11	0.218378186284473	chr11:133778459-133826880
GSK3B	GSK3B	NA	32.94	23.35	20.51	32.08	1.897126463	0.997210745139451	0.0027892230149021	3.18456469207427e-08	0.996775896715384	chr3:119540170-119813264
SSH1	SSH1	NA	28.31	40.02	32.11	54.24	1.248050606	0.998625970145591	0.0013740287081834	1.14622606992561e-09	0.032917322861149	chr12:109176466-109251366
DNM1L	DNM1L	NA	8.75	18.67	8.6	10.29	2.490995005	0.258612072773388	0.741375709415867	1.22178107447005e-05	0.863813357054946	chr12:32832134-32898486
ITPR3	ITPR3	NA	0.17	0.66	0.44	0.42	4.023880122	1.29201465438025e-10	0.999999987137493	1.27333052985619e-08	0.727036054079413	chr6:33588142-33664351
ABL1	ABL1	NA	2.85	6.83	4.4	5.4	1.97483745	0.999678496780562	0.000321503055010454	1.6442776763073e-10	0.91575422429254	chr9:133589333-133763062
STX1B	STX1B	NA	41.25	27.08	30.28	32.17	3.010022296	0.918946861052141	0.0809223339865012	0.000130804961357872	0.283101132631084	chr16:31000577-31021949
MAPK1	MAPK1	NA	26.23	49.31	46.24	58.51	2.187331271	0.974579123921532	0.0253855994217243	3.52766567439544e-05	0.998883800552633	chr22:22108789-22221970
LGMN	LGMN	NA	52.09	64.52	59.28	73.01	0.471443406	0.283112869386583	0.715698661706162	0.00118846890725483	0.021785181022137	chr14:93170152-93215047
SLC8A3	SLC8A3	NA	7.55	8.27	7.02	4.84	0.786480928	0.819088112728803	0.180867079438353	4.48078328440651e-05	0.527602574805903	chr14:70510934-70655787
NFATC4	NFATC4	NA	69.66	20.86	23.86	12.91	2.466349574	0.971292687246502	0.0287053548559568	1.9578975414193e-06	0.294227778727441	chr14:24836117-24848810
RIMS4	RIMS4	NA	30.07	31.46	24.6	28.79	2.627752294	0.940692592727483	0.0590176531959469	0.000289754076570316	0.269621396138141	chr20:43380449-43438979
NTSR1	NTSR1	NA	84.7	92.71	73.34	86.35	-0.482494271	3.89040485660224e-06	0.345479173119262	0.654516936475881	0.563151320141233	chr20:61340189-61394123
OXT	OXT	NA	NA	46.63	52.44	41.98	2.233197947	0.62774120805104	0.336344800730103	0.035913991218857	0.176406372105119	chr20:3052266-3053163
FMR1	FMR1	NA	70.26	70.71	69.23	75.59	2.954178952	0.296796463493601	0.70214348571982	0.0010600507865785	0.940937361273481	chrX:146993469-147032645
STX4	STX4	NA	18.44	30.85	37.82	54.41	0.611585406	0.00201897037364462	0.896217883727301	0.101763145899054	0.339013967357816	chr16:31044210-31051489
CA2	CA2	NA	43.29	36.62	32.39	39.52	0.367686894	0.0800342406955878	0.863103399335326	0.0568623599690858	0.88910801561522	chr8:86376081-86393722
CALB1	CALB1	NA	41.25	26.29	24.37	31.3	1.108402841	0.965221302584917	0.0347631319372547	1.55654778285784e-05	0.977301384873746	chr8:91070836-91107703
RETN	RETN	NA	54.63	48.83	47.35	43.81	NA	0.0691723484195414	0.713154699589847	0.217672951990611	0.0240672119098795	chr19:7733930-7735334
GRIN2D	GRIN2D	NA	NA	3.82	4.56	4.35	5.211109767	0.997093825258346	0.00290613954009668	3.52015569235373e-08	0.0734445916487085	chr19:48898132-48948188
CACNG7	CACNG7	NA	31.46	18.84	29.6	14.86	2.829846351	0.6704758134518	0.323510641124475	0.00601354542372456	0.0994535661470303	chr19:54412589-54447195
CRTC1	CRTC1	NA	26.85	13.7	6.04	7.45	2.592396689	0.961694297379036	0.0383016931905664	4.00943039736285e-06	0.119406031110895	chr19:18794487-18893004
PTN	PTN	NA	70.87	52.42	42.75	49.29	NA	0.642862138862076	0.349430780721546	0.00770708041637744	0.820074791728047	chr7:136912088-137028611
STX1A	STX1A	NA	28.63	30.04	32.39	31.7	2.127104167	0.877102218587269	0.122513704606588	0.000384076806142823	0.368093661810562	chr7:73113536-73133989
CRHR2	CRHR2	NA	85.18	84.75	91.33	85.46	0.752653865	1.87216095942046e-06	0.646949397331041	0.353048730507999	0.0947537585121227	chr7:30692200-30739719
DVL1	DVL1	NA	6.06	37.98	20.49	20.57	0.627851985	0.0905115733720149	0.907284969698664	0.00220345692932133	0.502065644146611	chr1:1270656-1284730
CUBN	CUBN	NA	93.49	99.56	99.71	99.76	-1.844813771	3.30771351676078e-23	0.999999986103721	1.38962790706893e-08	0.0337218074992492	chr10:16865963-17171830
LGI1	LGI1	NA	14.4	8.01	8.78	13.44	1.927712543	0.995229323178873	0.00477009357282177	5.83248304739108e-07	0.726598138321616	chr10:95517566-95557916
CCL2	CCL2	NA	46.2	67.31	59.4	65.45	NA	0.663120314952093	0.30972468517282	0.0271549998750869	0.171355793031458	chr17:32582304-32584222
MPP2	MPP2	NA	8	12.03	13.17	13.03	1.963686203	0.00129031591702553	0.988645490472261	0.010064193610713	0.0890919936265391	chr17:41952725-41987068
NMU	NMU	NA	79.04	75.08	75.87	78.15	NA	0.00628412297054897	0.895421191694268	0.0982946853351833	0.138274662225628	chr4:56461396-56502465
CUX2	CUX2	NA	1.6	9.06	5.45	4.29	3.144756736	0.999989668129701	1.03318702608684e-05	3.79379248830708e-14	0.397294948434826	chr12:111471828-111788358
NR2E1	NR2E1	NA	35.42	19.35	17.91	18.61	2.939963705	0.985682232951215	0.0143091775390093	8.58950977618701e-06	0.721110093448252	chr6:108487262-108510013
TACR1	TACR1	NA	13.33	17.09	24.65	23.05	0.095866572	0.000143913339247213	0.62308283736327	0.376773249297483	0.436647389656235	chr2:75273590-75426826
RAB3GAP1	RAB3GAP1	NA	67.43	13.19	13.99	27.61	1.804638863	0.0266922596135617	0.973306704274111	1.03611232763015e-06	0.302193441760246	chr2:135809835-135933964
EPHA4	EPHA4	NA	4.22	2.96	2.96	2.2	2.886344389	0.999917454374257	8.2545624531029e-05	1.2122223666978e-12	0.989201693123434	chr2:222282749-222438922
TNR	TNR	NA	20.04	34.36	44.07	36.49	2.06764652	0.984376797483402	0.0156232024866434	2.9954721107861e-11	0.798250144855695	chr1:175284330-175712906
KMO	KMO	NA	84.55	52.97	55.75	66.36	1.437673655	0.0162140702037729	0.98249225332297	0.0012936764732567	0.112449238727134	chr1:241695434-241758944
RIMS3	RIMS3	NA	58.74	54.75	38.77	52.5	1.080924316	0.0282919722129187	0.912987059268305	0.058720968518776	0.275934305219728	chr1:41086351-41131329
