pathway_56	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
Stereotypy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CREBBP	CREBBP	NA	1.54	0.36	0.22	0.36	4.271484817	0.999999999995562	4.43823331084085e-12	1.17549457767827e-29	0.997442454029976	chr16:3775055-3930727
CDKL5	CDKL5	NA	15.86	1.18	2.51	2.51	2.896715118	0.994604916658204	0.00539505108152818	3.22602682062411e-08	0.564369159098411	chrX:18443703-18671749
GABRA1	GABRA1	NA	24	18.32	19.82	23.91	2.785751568	0.944595908788091	0.055354231823359	4.98593885496302e-05	0.663889146549651	chr5:161274197-161326975
GRN	GRN	NA	23.66	49.58	18.61	49.86	0.674871602	0.429293923610509	0.570629892712487	7.6183677003664e-05	0.0436966968140393	chr17:42422630-42430470
TBC1D23	TBC1D23	NA	12.46	11.23	10.12	7.45	0.692683939	0.00635452633953675	0.992615398511542	0.0010300751489214	0.591809190285297	chr3:100000562-99998604
NEXMIF	NEXMIF	NA	13.1	1.78	2.07	1.04	1.781087126	0.920595926271709	0.0793788838725906	2.51898556999618e-05	0.275859798154952	chrX:73952684-74145282
SYT1	SYT1	NA	43.29	15.64	20.82	19.84	2.574851276	0.768009796836193	0.231546872070119	0.000443331093687587	0.883250678101914	chr12:79257773-79845788
HDAC4	HDAC4	NA	0.61	19.13	8.55	5.32	2.27272369	0.999960968043177	3.90319558564414e-05	9.66390533706851e-13	0.73260204904951	chr2:239969864-240322705
KCNAB2	KCNAB2	NA	25.37	31.33	22.86	27.2	2.594436129	0.76772506396046	0.231830046324837	0.000444889714703068	0.387868323523542	chr1:6051526-6161253
SMC1A	SMC1A	NA	22.09	2.66	2.22	3.11	5.359867264	0.999965573338753	3.442665772902e-05	3.51757861452623e-12	0.539151882888306	chrX:53401070-53449677
PSEN1	PSEN1	NA	30.37	30.79	42.81	40.8	1.485089614	0.995825222942184	0.00417435598752699	4.21070289290642e-07	0.926333030803085	chr14:73603126-73690399
AP4E1	AP4E1	NA	16.07	24.69	60.96	26.85	-0.353123836	0.997013018038825	0.00298698164934906	3.11825699813957e-10	0.148213005087769	chr15:51200870-51298097
MEF2C	MEF2C	NA	58	19.91	18.97	22.91	4.047109006	0.00241500594116064	0.977894504675719	0.0196904893831202	0.999766119822176	chr5:88013975-88199922
CHMP2B	CHMP2B	NA	41.64	52.79	40.79	38.67	NA	0.00913759450772309	0.928186483202856	0.0626759222894206	0.79377299671794	chr3:87276421-87304698
TREM2	TREM2	NA	79.25	88.24	90.84	86.8	-0.525299435	1.36954069279711e-08	0.0280286573357172	0.971971328968876	0.020021623658341	chr6:41126244-41130924
PRODH	PRODH	NA	96.63	97.25	95.89	97.34	-0.491628269	7.75667742694476e-05	0.906529070874134	0.093393362351596	0.133392588776371	chr22:18900294-18924066
EP300	EP300	NA	0.26	0.31	0.24	0.31	2.94679272	0.999999999988046	1.19539779798185e-11	2.65738675537293e-29	0.997012534270633	chr22:41487790-41576081
AP4S1	AP4S1	NA	28.63	73.6	69.45	71.28	NA	6.75833121516478e-06	0.260962371193902	0.739030870474883	0.430815171750888	chr14:31494312-31562818
ADNP	ADNP	NA	4.13	3.02	3.7	3.95	1.072773467	0.997716982103892	0.00228299835851943	1.95375880540386e-08	0.657974321374088	chr20:49505585-49547958
NAA10	NAA10	NA	51.04	33.73	24.11	29.14	2.181450077	0.166748097999486	0.761138144529337	0.0721137574711774	0.222874155998194	chrX:153194695-153200676
TMEM106B	TMEM106B	NA	73.27	31.33	33.15	34.84	0.801953024	0.806718683392349	0.1919877697561	0.00129354685155061	0.306587333621924	chr7:12250867-12282993
EBF3	EBF3	NA	16.44	7.43	6.78	8.09	3.684703849	0.996851927610526	0.00314802960454052	4.27849334075804e-08	0.883478005418258	chr10:131633547-131762105
RAI1	RAI1	NA	0.25	1.54	1.58	0.79	2.293579218	0.99747388806315	0.0025261109129624	1.02388798762064e-09	0.119478134631485	chr17:17584787-17714767
