pathway_49	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
KDM1A	KDM1A	NA	25.15	6.43	7.22	10.17	4.362492957	0.9987885788442	0.00121142098518441	1.70615500854024e-10	0.809871919405938	chr1:23345941-23410182
KMT2E	KMT2E	NA	3.9	0.61	0.63	0.65	1.35881989	0.999999964314596	3.56854035050712e-08	1.89114275766326e-19	0.415945795764227	chr7:104654626-104754808
PAF1	PAF1	NA	33.2	26.71	35.31	34.67	1.746860471	0.710853161436616	0.289112003550844	3.48350125391699e-05	0.210565201507774	chr19:39876492-39881835
JARID2	JARID2	NA	2.42	2.82	1.18	1.42	2.84128865	0.999896857689521	0.000103142308393303	2.08566242675209e-12	0.589826260256594	chr6:15246527-15522252
PAX7	PAX7	NA	6.78	16.69	30.65	20.38	2.201237491	0.965887184615529	0.0340979801224547	1.48352620158007e-05	0.616917555130638	chr1:18957500-19075360
AKAP8L	AKAP8L	NA	30.56	39.35	34.38	31.44	2.178381237	0.345959046233708	0.653896232606172	0.000144721160119715	0.140468825938636	chr19:15490859-15529952
BRCA1	BRCA1	NA	78.6	20.81	20.1	73.43	-0.420634577	6.29039203055035e-20	0.0397374036139131	0.960262596386087	0.986984944750969	chr17:41196312-41277500
ISL1	ISL1	NA	28.63	35.45	30.2	43.12	2.208939664	0.529279570500912	0.466551709285032	0.00416872021405652	0.998713077414806	chr5:50678921-50690564
SNAI2	SNAI2	NA	46.2	38.9	35.61	48.75	1.516031041	0.85747184357017	0.139822697212602	0.00270545921722814	0.827977789953275	chr8:49830249-49834299
TPR	TPR	NA	23.05	0.78	1.2	1.13	3.139515719	0.999999999968266	3.17339689073263e-11	2.37437456445422e-30	0.644357008491404	chr1:186280784-186344825
FOXP3	FOXP3	NA	35.75	55.18	66.72	45.71	0.26609938	0.936385334410151	0.0632691419649885	0.000345523624860596	0.61779401024321	chrX:49106897-49121288
ATG5	ATG5	NA	61.28	45.95	42.67	55.59	1.779864844	0.974283063097841	0.0256806373903719	3.62995117868977e-05	0.895212812951879	chr6:106632351-106773666
SPI1	SPI1	NA	41.25	58.76	40.83	33.4	2.368629945	0.882224045470053	0.116123874975235	0.00165207955471208	0.446158783563677	chr11:47376411-47400127
SREBF1	SREBF1	NA	12.6	64.38	71.33	33.61	1.623121036	0.993145967080302	0.00685397500612801	5.79135699095943e-08	0.208630723190998	chr17:17715069-17740325
KDM5A	KDM5A	NA	13.79	2.92	1.4	2.5	2.26045801	0.99998931195655	1.06880434503156e-05	1.39760346923958e-17	0.438087268089798	chr12:389295-498620
EED	EED	NA	25.15	37	26.99	20.92	1.708884702	0.995174090790538	0.00482578779813574	1.21411326390498e-07	0.993932139736667	chr11:85955586-85989855
SART3	SART3	NA	7.84	5.24	3.93	5.52	1.076720994	0.998687800595087	0.00131219936296511	4.1947637182624e-11	0.165094976614193	chr12:108916357-108955176
