pathway_53	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
GABRA1	GABRA1	NA	24	18.32	19.82	23.91	2.785751568	0.944595908788091	0.055354231823359	4.98593885496302e-05	0.663889146549651	chr5:161274197-161326975
KCNQ2	KCNQ2	NA	15.86	9.43	5.91	11.08	4.246094817	0.998458748707029	0.00154124379797044	7.49500049198343e-09	0.174003315170363	chr20:62037542-62103993
EFHC1	EFHC1	NA	93.63	92.67	88.11	83.98	0.361292867	7.01106032940371e-12	0.113569701870029	0.88643029812296	0.168846659474289	chr6:52285106-52387892
STX1B	STX1B	NA	41.25	27.08	30.28	32.17	3.010022296	0.918946861052141	0.0809223339865012	0.000130804961357872	0.283101132631084	chr16:31000577-31021949
AP4S1	AP4S1	NA	28.63	73.6	69.45	71.28	NA	6.75833121516478e-06	0.260962371193902	0.739030870474883	0.430815171750888	chr14:31494312-31562818
COG4	COG4	NA	8.54	12.23	32.31	25.9	0.340282065	0.000211208253648474	0.998640020016296	0.00114877173005507	0.38619881080785	chr16:70514472-70557468
SCN1B	SCN1B	NA	83.25	33.48	24.12	39.07	1.303738399	0.183600414363882	0.754852230020526	0.0615473556155914	0.115765120859269	chr19:35521588-35531352
KMT5B	KMT5B	NA	9.21	13.13	16.2	13.35	1.756464509	0.999830011256297	0.000169988571660391	1.72042696874971e-10	0.399660562676569	chr11:67922330-67981295
ICK	ICK	NA	39.11	22.03	13.17	21.82	0.771239047	0.530636838349448	0.469356096675159	7.06497539319904e-06	0.840683548859672	chr6:52866077-52926600
GABRG2	GABRG2	NA	25.15	9.42	10.52	14.61	2.994837104	0.927172865422976	0.0728069339685596	2.02006084648131e-05	0.596547389031622	chr5:161494546-161582542
CLCN2	CLCN2	NA	79.66	83.78	43.3	58.77	1.933301993	3.2239282081811e-07	0.995720555558484	0.00427912204869516	0.33848125656327	chr3:184063973-184079439
SLC2A1	SLC2A1	NA	7.66	22.18	10.41	14.57	2.562582139	0.982100364400937	0.0178847696025438	1.48659965191212e-05	0.663936803558006	chr1:43391052-43424530
MBOAT7	MBOAT7	NA	20.7	22.16	30.84	33.22	0.705607079	0.158989138150397	0.822156985491294	0.0188538763583087	0.0641072756524655	chr19:54677107-54693733
HERC2	HERC2	NA	0.05	0.31	0.16	0.15	6.654857498	1	3.13304114030602e-17	1.89449505714304e-48	0.105705970066697	chr15:28356186-28567298
SCN2A	SCN2A	NA	1.77	1.4	1.05	2.79	5.325529995	0.999999931333344	6.86666554869265e-08	3.81332820677593e-20	0.875445786473717	chr2:166095912-166248818
STXBP1	STXBP1	NA	14.97	20.39	14.9	18.55	3.473582329	0.999710444960705	0.000289554409581027	6.29714235646466e-10	0.391277268635796	chr9:130374544-130454995
APP	APP	NA	8.8	8.36	5.89	12.07	2.652316839	0.430989473138877	0.569007446692738	3.08016838522064e-06	0.993008957274039	chr21:27252861-27543446
SCN1A	SCN1A	NA	4.03	3.49	2.38	5.08	3.799122695	0.999999994566114	5.43388588504053e-09	7.90512739066327e-23	0.67998024920349	chr2:166845670-166930149
AUH	AUH	NA	27.42	47.49	63.07	36.75	0.494157244	0.00452443417786129	0.95790531317971	0.0375702526424288	0.04323441886086	chr9:93976097-94124195
SLC6A1	SLC6A1	NA	29.16	5.93	9.06	10.76	3.477784269	0.998592225641002	0.00140774465921078	2.96997869737098e-08	0.509633958050529	chr3:11034410-11080933
DYRK1A	DYRK1A	NA	25.64	16.66	11.93	13.01	4.075874799	0.998989867866653	0.00101012945738831	2.67595818306944e-09	0.889451325081045	chr21:38739879-38889753
KCNJ6	KCNJ6	NA	28.63	27.73	17.17	17.79	2.609346169	0.774457080942324	0.223555592017717	0.00198732703995831	0.413743484666037	chr21:38979678-39288749
VPS11	VPS11	NA	NA	NA	NA	NA	2.605774728	0.926922953795285	0.0730768772690104	1.68935704116266e-07	0.329329570242539	chr11:118938493-118952686
TBC1D24	TBC1D24	NA	82.83	42.31	15.95	38.3	2.096336957	2.18865457955159e-05	0.45897580133528	0.541002312118924	0.0788944834203342	chr16:2525147-2555735
ADGRV1	ADGRV1	NA	99.95	99.01	98.07	99.4	1.499572409	2.23163002767013e-19	0.999999999999998	1.80782748738233e-15	0.328571635189211	chr5:89825161-90460038
HCN1	HCN1	NA	13.33	3.42	7.87	2.77	3.17430996	0.99563822928165	0.00436175152684222	1.91915074433346e-08	0.338031044147146	chr5:45259349-45696253
