pathway_71	HGNC_symbol	HGNC_mapping	%RVIS_ESP_0.1%	%RVIS_ExAC_0.01%	%RVIS_ExAC_0.05%popn	%RVIS_ExAC_0.1%popn	constraint_score	pLI	pRecessive	pNull	pHI	chrN:N-N
CDKL5	CDKL5	NA	15.86	1.18	2.51	2.51	2.896715118	0.994604916658204	0.00539505108152818	3.22602682062411e-08	0.564369159098411	chrX:18443703-18671749
RHOBTB2	RHOBTB2	NA	8.9	29.17	9.07	8.56	2.168189564	0.325378159030976	0.674451421497335	0.000170419471688493	0.261950159580659	chr8:22844930-22877712
HIVEP2	HIVEP2	NA	1.37	0.76	1.36	1.16	3.247692494	0.999998454112987	1.54588701248485e-06	3.71113162533215e-16	0.545720012049286	chr6:143072604-143266338
GABRA3	GABRA3	NA	49.76	11.69	13.76	17.01	2.598539207	0.211577412350307	0.777504700980142	0.0109178866695509	0.292033892568605	chrX:151334706-151619830
SYNE2	SYNE2	NA	99.63	98.88	98.8	99.35	-0.088915951	3.09507656900513e-08	0.999999969049234	8.97407404534496e-31	0.091751196499109	chr14:64319683-64693165
SMC1A	SMC1A	NA	22.09	2.66	2.22	3.11	5.359867264	0.999965573338753	3.442665772902e-05	3.51757861452623e-12	0.539151882888306	chrX:53401070-53449677
XAB2	XAB2	NA	4.48	7.14	4.24	5.51	3.211365561	0.998080207061905	0.00191979241385809	5.24236482295429e-10	0.164912516425468	chr19:7684411-7694451
ACTL6B	ACTL6B	NA	30.07	16.15	14.8	21.67	3.679204272	0.994847196857871	0.00515266064836963	1.4249375945005e-07	0.498296439275083	chr7:100240720-100254084
SMARCA2	SMARCA2	NA	1.82	1.13	1.21	1.55	5.386822448	0.999999870914248	1.29085752483289e-07	3.59033679800549e-20	0.973609555395104	chr9:2015342-2193624
MEF2C	MEF2C	NA	58	19.91	18.97	22.91	4.047109006	0.00241500594116064	0.977894504675719	0.0196904893831202	0.999766119822176	chr5:88013975-88199922
GNAO1	GNAO1	NA	13.94	20.1	10.01	10.81	3.028129764	0.977597316934386	0.022376854272773	2.58287928415422e-05	0.72830505870629	chr16:56225302-56391356
CECR2	CECR2	NA	NA	NA	NA	NA	0.900850689	NA	NA	NA	0.0385697050086328	chr22:17840837-18037850
TBL1X	TBL1X	NA	11.77	4.59	4.44	6.21	1.490229696	0.997303824954365	0.00269603018465905	1.44860975737818e-07	0.133019592166915	chrX:9431335-9687780
SMARCA1	SMARCA1	NA	27.88	7.25	8.28	12.43	3.128369312	0.999963934751213	3.60652479901453e-05	7.9712315216575e-13	0.562828954377041	chrX:128580480-128657477
HDAC5	HDAC5	NA	5.17	9.46	4.9	9.55	2.649711886	0.999245041385347	0.00075495856076573	5.38868220522831e-11	0.867246909039634	chr17:42154114-42201070
CHD4	CHD4	NA	2.82	0.43	0.52	0.69	6.162176325	0.999999993309093	6.69090713568844e-09	1.08722542317561e-24	0.655772162860768	chr12:6679249-6716642
TAF1B	TAF1B	NA	86.8	73.13	71.43	73.65	-0.404753556	0.000251944734708588	0.995375829998968	0.00437222526632323	0.0899891945501706	chr2:10008405-9994550
HDAC1	HDAC1	NA	14.97	15.87	17.4	16.53	2.808681795	0.87890969591925	0.12107506982148	1.52342592701113e-05	0.99956677895988	chr1:32757687-32799236
